,MouseID,pCAMKII_N,pPKCG_N,S6_N,ARC_N,GluR3_N,GluR4_N,P3525_N,pS6_N,CaNA_N,Genotype,Treatment,Behavior,class,Treatment information,Measurement,Subject
472,3424_8,2.78581308,1.311132255,0.305151556,0.140954193,0.196411581,0.117575099,0.305695256,0.140954193,1.241538671,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",8,3424
473,3424_9,2.807283465,1.354486661,0.298302344,0.139719752,0.19159256300000002,0.11694960900000001,0.29668553,0.139719752,1.1569657770000001,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",9,3424
474,3424_10,2.657985258,1.316484969,0.295176743,0.131648497,0.191939214,0.098116947,0.294350842,0.131648497,1.259828213,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",10,3424
475,3424_11,2.7697786819999997,1.3020662509999998,0.300754346,0.13971794,0.192194162,0.09232535300000001,0.295342735,0.13971794,1.314201378,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",11,3424
476,3424_12,2.760679362,1.324726262,0.288772675,0.127635235,0.18483412300000002,0.089393692,0.29285831,0.127635235,1.290897205,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",12,3424
477,3424_13,2.556188193,1.319478403,0.270171149,0.131621842,0.189894051,0.116544417,0.30317848399999997,0.131621842,1.297473513,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",13,3424
478,3424_14,2.653431825,1.347006422,0.288170706,0.136523721,0.191008908,0.095090118,0.323389269,0.136523721,1.302050963,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",14,3424
479,3424_15,2.586607143,1.328985507,0.28322981399999997,0.13747412,0.192546584,0.09026915099999999,0.321325052,0.13747412,1.300828157,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",15,3424
480,3481_1,3.3310387980000002,1.246167595,0.340688802,0.135010655,0.279989001,0.160307967,0.297793359,0.135010655,1.12545542,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",1,3481
481,3481_2,3.4223626030000003,1.220304291,0.33581224,0.130790748,0.276864297,0.16388074,0.291464829,0.130790748,1.1011120970000001,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",2,3481
482,3481_3,3.609740175,1.253875969,0.35029069799999996,0.129914175,0.288967331,0.16715116300000002,0.296511628,0.129914175,1.083817829,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",3,3481
483,3481_4,3.2499223839999996,1.221793376,0.316668163,0.136253478,0.28300870699999997,0.161744906,0.290548425,0.136253478,1.159500942,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",4,3481
484,3481_5,3.253451218,1.1855995670000001,0.317693765,0.14075611300000002,0.287918434,0.167192998,0.300189479,0.14075611300000002,1.177479022,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",5,3481
485,3481_6,3.2281314489999997,1.172856118,0.297362756,0.136257625,0.287495515,0.174739864,0.29664513800000003,0.136257625,1.172317905,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",6,3481
486,3481_7,2.947162061,1.1716299159999999,0.287338031,0.13457604,0.294044101,0.160604683,0.291088884,0.13457604,1.2037963170000001,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",7,3481
487,3481_8,2.9059271339999997,1.152635181,0.289984029,0.13449692,0.300479124,0.171800137,0.295687885,0.13449692,1.175906913,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",8,3481
488,3481_9,3.10967118,1.184656146,0.28591176100000004,0.134777099,0.3007718,0.183504205,0.29996544199999997,0.134777099,1.194562838,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",9,3481
489,3481_10,2.668187744,1.1749235470000001,0.27324159,0.12675841,0.294495413,0.161926606,0.30795107,0.12675841,1.213914373,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",10,3481
490,3481_11,2.806828392,1.163442498,0.252703732,0.134805788,0.304341203,0.16770754,0.31256664100000003,0.134805788,1.212947449,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",11,3481
491,3481_12,2.833105957,1.174625038,0.275176002,0.13666972800000002,0.310070401,0.167891032,0.311906948,0.13666972800000002,1.20661157,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",12,3481
492,3481_13,2.4565639740000003,1.1407016220000001,0.253677857,0.133157299,0.297812146,0.16239155,0.304790645,0.133157299,1.185213127,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",13,3481
493,3481_14,2.2991014119999997,1.149032137,0.22476978,0.130614546,0.30877654600000004,0.188310468,0.315542191,0.130614546,1.210486751,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",14,3481
494,3481_15,2.6073495369999997,1.126410835,0.24191121100000001,0.132994733,0.30887885600000003,0.164973664,0.309819413,0.132994733,1.196952596,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",15,3481
495,3488_1,3.553028489,1.1614285709999999,0.367337662,0.13012987,0.26012987,0.144220779,0.289220779,0.13012987,0.967012987,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",1,3488
496,3488_2,3.5514898689999996,1.146174075,0.343723943,0.134244115,0.266243346,0.131357835,0.29228401,0.134244115,0.924187031,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",2,3488
497,3488_3,3.638861985,1.153280908,0.34833054,0.132203171,0.264664174,0.13626402,0.287997937,0.132203171,0.9098878429999999,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",3,3488
498,3488_4,3.196125908,1.096652086,0.311827052,0.12239232800000001,0.259757739,0.130720054,0.252944145,0.12239232800000001,0.98384926,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",4,3488
499,3488_5,3.215883158,1.078396072,0.307855974,0.12274959099999999,0.255564648,0.125040917,0.256792144,0.12274959099999999,0.919394435,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",5,3488
500,3488_6,3.20977354,1.071723682,0.30251198100000004,0.122211205,0.26441910399999996,0.13088745699999998,0.26317964,0.122211205,0.917534292,Control,Saline,S/C,c-SC-s,"Saline water (more commonly known as salt water) is water that contains a high concentration of dissolved salts (mainly NaCl). The salt concentration is usually expressed in parts per thousand (permille, ‰) or parts per million (ppm). The United States Geological Survey classifies saline water in three salinity categories. Salt concentration in slightly saline water is around 1,000 to 3,000 ppm (0.1–0.3%), in moderately saline water 3,000 to 10,000 ppm (0.3–1%) and in highly saline water 10,000 to 35,000 ppm (1–3.5%). Seawater has a salinity of roughly 35,000 ppm, equivalent to 35 grams of salt per one liter (or kilogram) of water. The saturation level is dependent on the temperature of the water. At 20 °C one liter of water can dissolve about 357 grams of salt, a concentration of 26.3%. At boiling (100 °C) the amount that can be dissolved in one liter of water increases to about 391 grams, a concentration of 28.1%.Some industries make use of saline water, such as mining and thermo-electric power.",6,3488
