,MouseID,pCAMKII_N,pPKCG_N,S6_N,ARC_N,GluR3_N,GluR4_N,P3525_N,pS6_N,CaNA_N,Genotype,Treatment,Behavior,class,Treatment information,Measurement,Subject
626,3429_12,Very Low,Very Low,Moderate,Low,Low,Very Low,Low,Low,Moderate,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",12,3429
627,3429_13,Very Low,Very Low,Low,Very Low,Low,Very Low,Low,Very Low,Low,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",13,3429
628,3429_14,Very Low,Very Low,Low,Very Low,Low,Low,Low,Very Low,Low,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",14,3429
629,3429_15,Very Low,Very Low,Moderate,Low,Low,Very High,Moderate,Low,Low,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",15,3429
630,3504_1,Low,Low,High,Low,High,High,Moderate,Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",1,3504
631,3504_2,Very Low,Low,High,Moderate,High,High,Moderate,Moderate,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",2,3504
632,3504_3,Very Low,Low,High,Low,High,High,Moderate,Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",3,3504
633,3504_4,Very Low,Low,Moderate,Low,High,Moderate,Moderate,Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",4,3504
634,3504_5,Very Low,Low,Moderate,Low,High,Moderate,Moderate,Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",5,3504
635,3504_6,Very Low,Low,High,Low,High,High,Moderate,Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",6,3504
636,3504_7,Very Low,Low,Moderate,Low,High,Low,Moderate,Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",7,3504
637,3504_8,Very Low,Low,Moderate,Low,High,Moderate,Moderate,Low,Moderate,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",8,3504
638,3504_9,Very Low,Low,Moderate,Low,High,Moderate,Moderate,Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",9,3504
639,3504_10,Very Low,Low,Moderate,Low,Moderate,Low,Low,Low,Moderate,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",10,3504
640,3504_11,Very Low,Low,Moderate,Low,Moderate,Low,Moderate,Low,Moderate,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",11,3504
641,3504_12,Very Low,Low,Moderate,Low,High,Low,Moderate,Low,Moderate,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",12,3504
642,3504_13,Very Low,Low,Moderate,Very Low,Moderate,Low,Moderate,Very Low,Moderate,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",13,3504
643,3504_14,Very Low,Low,Moderate,Low,Moderate,Low,Moderate,Low,Moderate,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",14,3504
644,3504_15,Very Low,Low,Moderate,Low,Moderate,Moderate,Moderate,Low,Moderate,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",15,3504
645,3505_1,Very Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Very High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",1,3505
646,3505_2,Very Low,Low,High,Moderate,Moderate,Moderate,Moderate,Moderate,Very High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",2,3505
647,3505_3,Very Low,Low,High,Moderate,Moderate,Moderate,Moderate,Moderate,Very High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",3,3505
648,3505_4,Very Low,Low,Moderate,Low,Moderate,Low,Low,Low,Very High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",4,3505
649,3505_5,Very Low,Low,Moderate,Low,Moderate,Low,Low,Low,Very High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",5,3505
650,3505_6,Very Low,Low,Moderate,Low,Moderate,Moderate,Low,Low,Very High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",6,3505
651,3505_7,Low,Moderate,Moderate,Low,Moderate,Low,Low,Low,Very High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",7,3505
652,3505_8,Very Low,Moderate,Moderate,Low,Moderate,Low,Low,Low,Very High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",8,3505
653,3505_9,Very Low,Moderate,Moderate,Low,Moderate,Low,Low,Low,Very High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",9,3505
654,3505_10,Very Low,Moderate,Low,Very Low,Low,Very Low,Low,Very Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",10,3505
655,3505_11,Very Low,Moderate,Low,Low,Low,Low,Low,Low,Very High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",11,3505
656,3505_12,Very Low,Moderate,Low,Low,Low,Low,Low,Low,Very High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",12,3505
657,3505_13,Very Low,Moderate,Low,Very Low,Low,Low,Low,Very Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",13,3505
658,3505_14,Very Low,Moderate,Low,Low,Low,Low,Low,Low,Very High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",14,3505
659,3505_15,Very Low,Moderate,Low,Very Low,Low,Low,Low,Very Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",15,3505
660,3522_1,Very High,Moderate,High,Low,Moderate,Moderate,Moderate,Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",1,3522
661,3522_2,High,Moderate,Very High,Moderate,Moderate,Moderate,Moderate,Moderate,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",2,3522
662,3522_3,High,Moderate,Very High,Moderate,Moderate,High,High,Moderate,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",3,3522
663,3522_4,Very High,Moderate,High,Low,Moderate,Moderate,Moderate,Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",4,3522
664,3522_5,Very High,Moderate,High,Low,Moderate,Moderate,Moderate,Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",5,3522
665,3522_6,High,Moderate,High,Low,Low,Moderate,Moderate,Low,High,Ts65Dn,Memantine,C/S,t-CS-m,"Memantine is a medication used to treat moderate to severe Alzheimer's disease. It is less preferred than acetylcholinesterase inhibitors such as donepezil. Treatment should only be continued if beneficial effects are seen. It is taken by mouth.Common side effects include headache, constipation, sleepiness, and dizziness. Severe side effects may include blood clots, psychosis, and heart failure. It is believed to work by blocking NMDA receptors.Memantine was approved for medical use in the United States in 2003. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about 1.60 GBP as of 2019. In the United States the wholesale cost of this amount is about US$5.50. In 2016 it was the 147th most prescribed medication in the United States with more than 4 million prescriptions.",6,3522
