,city,latitude,longitude,name,category_code,number_of_employees,founded_year,geo
1483,New York,40.7543,-73.981847,Dada Entertainment,mobile,,2007,"{'type': 'Point', 'coordinates': [-73.981847, 40.7543]}"
1484,Menlo Park,37.452011,-122.182824,Birdpost,web,4,2007,"{'type': 'Point', 'coordinates': [-122.182824, 37.452011]}"
1485,Sunnyvale,37.384239,-122.012475,iCharts,analytics,16,2008,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}"
1486,Mountain View,37.386773,-122.075222,FairSoftware,web,,2007,"{'type': 'Point', 'coordinates': [-122.075222, 37.386773]}"
1487,San Francisco,37.79289,-122.428193,TextMarks,mobile,5,2007,"{'type': 'Point', 'coordinates': [-122.428193, 37.79289]}"
1488,San Diego,32.718834,-117.163841,Galaxy,software,2,2008,"{'type': 'Point', 'coordinates': [-117.163841, 32.718834]}"
1489,San Francisco,37.80204,-122.438231,plaYce,games_video,7,2008,"{'type': 'Point', 'coordinates': [-122.438231, 37.80204]}"
1490,San Francisco,37.8255226,-122.3693356,Blogcritics,web,,2002,"{'type': 'Point', 'coordinates': [-122.3693356, 37.8255226]}"
1491,Chicago,41.8908028,-87.6316617,Having Things Done,other,5,2008,"{'type': 'Point', 'coordinates': [-87.6316617, 41.8908028]}"
1492,New York,40.7564318,-73.9871847,Thomson Reuters,public_relations,50000,2008,"{'type': 'Point', 'coordinates': [-73.9871847, 40.7564318]}"
1493,New York,40.775309,-73.983656,Producteev,software,10,2008,"{'type': 'Point', 'coordinates': [-73.983656, 40.775309]}"
1494,Palo Alto,37.448598,-122.158497,Bojam,games_video,5,2008,"{'type': 'Point', 'coordinates': [-122.158497, 37.448598]}"
1495,San Francisco,37.794124,-122.403223,Twonq,web,3,2008,"{'type': 'Point', 'coordinates': [-122.403223, 37.794124]}"
1496,Philadelphia,39.951639,-75.163808,The Impartial Observer,web,4,2008,"{'type': 'Point', 'coordinates': [-75.163808, 39.951639]}"
1497,San Francisco,37.758737,-122.388336,Postbox,software,,2007,"{'type': 'Point', 'coordinates': [-122.388336, 37.758737]}"
1498,San Francisco,37.775196,-122.419204,AdRocket,advertising,5,2008,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
1499,Bangalore,12.971606,77.594376,eLagaan,web,20,2008,"{'type': 'Point', 'coordinates': [77.594376, 12.971606]}"
1500,,40.756054,-73.986951,Papervitamins,web,2,2008,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}"
1501,San Francisco,37.7983181,-122.4000032,GoodGuide,web,10,2007,"{'type': 'Point', 'coordinates': [-122.4000032, 37.7983181]}"
1502,Mountain View,37.390501,-122.081151,PostPath,web,,2003,"{'type': 'Point', 'coordinates': [-122.081151, 37.390501]}"
1503,Seattle,47.6495905,-122.3497956,Swype,software,80,2002,"{'type': 'Point', 'coordinates': [-122.3497956, 47.6495905]}"
1504,Austin,30.379593,-97.765313,SpeakerMatch,web,7,2002,"{'type': 'Point', 'coordinates': [-97.765313, 30.379593]}"
1505,Los Angeles,34.054259,-118.414064,Quant the News,web,2,2007,"{'type': 'Point', 'coordinates': [-118.414064, 34.054259]}"
1506,Portland,45.5349042,-122.6687628,FMYI,software,16,2004,"{'type': 'Point', 'coordinates': [-122.6687628, 45.5349042]}"
1507,Los Angeles,34.062262,-118.348198,SiteRapture,network_hosting,1,2007,"{'type': 'Point', 'coordinates': [-118.348198, 34.062262]}"
1508,Palo Alto,37.444393,-122.163139,Angstro,software,4,2007,"{'type': 'Point', 'coordinates': [-122.163139, 37.444393]}"
1509,San Francisco,37.7753,-122.4186,TopNotchThemes,ecommerce,5,2008,"{'type': 'Point', 'coordinates': [-122.4186, 37.7753]}"
1510,,35.428318,-97.4913054,iThryv,web,8,2007,"{'type': 'Point', 'coordinates': [-97.4913054, 35.428318]}"
1511,,40.822087,-73.950677,Klatcher,web,5,2008,"{'type': 'Point', 'coordinates': [-73.950677, 40.822087]}"
1512,,44.528743,-88.10135,Pepmall,ecommerce,2,2008,"{'type': 'Point', 'coordinates': [-88.10135, 44.528743]}"
1513,Chicago,41.893397,-87.61694,Lime Productions,web,5,2005,"{'type': 'Point', 'coordinates': [-87.61694, 41.893397]}"
1514,New York,40.756054,-73.986951,artandseek,other,2,2007,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}"
1515,London,51.500152,-0.126236,artandseek,other,2,2007,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}"
1516,Madrid,40.412323,-3.703248,Daily Flat Rental,ecommerce,2,2008,"{'type': 'Point', 'coordinates': [-3.703248, 40.412323]}"
1517,Berlin,52.512271,13.419282,Susuh,advertising,2,2007,"{'type': 'Point', 'coordinates': [13.419282, 52.512271]}"
1518,Boulder,40.058448,-105.278785,Intela,advertising,70,2006,"{'type': 'Point', 'coordinates': [-105.278785, 40.058448]}"
1519,London,51.5139758,-0.1230127,Intela,advertising,70,2006,"{'type': 'Point', 'coordinates': [-0.1230127, 51.5139758]}"
1520,San Mateo,37.5574,-122.301914,Picateers,web,,2005,"{'type': 'Point', 'coordinates': [-122.301914, 37.5574]}"
1521,Munich,48.123252,11.554552,Moozey,mobile,,2008,"{'type': 'Point', 'coordinates': [11.554552, 48.123252]}"
1522,Austin,30.355703,-97.797117,SailPoint Technologies,enterprise,,2005,"{'type': 'Point', 'coordinates': [-97.797117, 30.355703]}"
1523,Cambridge,42.374396,-71.113686,Emerginvest,web,3,2007,"{'type': 'Point', 'coordinates': [-71.113686, 42.374396]}"
1524,Atlanta,33.792535,-84.386384,RentBureau,web,12,2006,"{'type': 'Point', 'coordinates': [-84.386384, 33.792535]}"
1525,New York City,40.719436,-73.954391,Propertyshark,ecommerce,45,2003,"{'type': 'Point', 'coordinates': [-73.954391, 40.719436]}"
1526,Singapore,1.308655,103.861929,Jorbb,web,3,2008,"{'type': 'Point', 'coordinates': [103.861929, 1.308655]}"
1527,Bellevue,47.5760962,-122.1691547,Fizmo,software,,2007,"{'type': 'Point', 'coordinates': [-122.1691547, 47.5760962]}"
1528,Atlanta,33.841783,-84.523571,Pogostick,software,2,2007,"{'type': 'Point', 'coordinates': [-84.523571, 33.841783]}"
1529,San Francisco,37.792979,-122.421242,Milobox,advertising,,2007,"{'type': 'Point', 'coordinates': [-122.421242, 37.792979]}"
1530,Montreal,45.496141,-73.63222,Davai Design,web,5,2003,"{'type': 'Point', 'coordinates': [-73.63222, 45.496141]}"
1531,Seattle,47.61321,-122.342169,Divvy Systems,web,1,2007,"{'type': 'Point', 'coordinates': [-122.342169, 47.61321]}"
1532,Dallas,30.369586,-97.981336,Fancorps,network_hosting,10,2005,"{'type': 'Point', 'coordinates': [-97.981336, 30.369586]}"
1533,Los Angeles,34.052187,-118.243425,Weblocal,other,,2008,"{'type': 'Point', 'coordinates': [-118.243425, 34.052187]}"
1534,Montreal,45.545447,-73.639076,Weblocal,other,,2008,"{'type': 'Point', 'coordinates': [-73.639076, 45.545447]}"
1535,Denver,39.755092,-104.988123,BiggerPockets,web,3,2004,"{'type': 'Point', 'coordinates': [-104.988123, 39.755092]}"
1536,Atlanta,33.834764,-84.378116,SimpleLeap Software,software,2,2008,"{'type': 'Point', 'coordinates': [-84.378116, 33.834764]}"
1537,San Francisco,37.580093,-122.347745,ConnectSolutions,enterprise,50,2007,"{'type': 'Point', 'coordinates': [-122.347745, 37.580093]}"
1538,,40.708093,-74.01312,Briteclick,search,4,2007,"{'type': 'Point', 'coordinates': [-74.01312, 40.708093]}"
1539,Berkeley,37.8650275,-122.2987371,Shastic,software,4,2008,"{'type': 'Point', 'coordinates': [-122.2987371, 37.8650275]}"
1540,San Diego,32.717797,-117.158793,FiveSprockets,public_relations,10,2007,"{'type': 'Point', 'coordinates': [-117.158793, 32.717797]}"
1541,San Francisco,37.7870923,-122.3999719,Lolapps,web,65,2008,"{'type': 'Point', 'coordinates': [-122.3999719, 37.7870923]}"
1542,Los Angeles,34.098028,-118.353624,BakeSpace,web,4,2006,"{'type': 'Point', 'coordinates': [-118.353624, 34.098028]}"
1543,Amsterdam,52.361477,4.891592,BLOG08,other,5,2008,"{'type': 'Point', 'coordinates': [4.891592, 52.361477]}"
1544,Miami,25.916982,-80.29413,Call Me Later,web,25,2008,"{'type': 'Point', 'coordinates': [-80.29413, 25.916982]}"
1545,Redwood City,37.487281,-122.227995,LooseHead Software,mobile,6,2004,"{'type': 'Point', 'coordinates': [-122.227995, 37.487281]}"
1546,Los Angeles,34.005914,-118.488129,Geodelic Systems,mobile,30,2008,"{'type': 'Point', 'coordinates': [-118.488129, 34.005914]}"
1547,Mountain View,37.401818,-122.050565,Connectbeam,software,,2005,"{'type': 'Point', 'coordinates': [-122.050565, 37.401818]}"
1548,Washington,38.8851407,-76.9979517,Vlytics,other,1,2008,"{'type': 'Point', 'coordinates': [-76.9979517, 38.8851407]}"
1549,Austin,30.443493,-97.77512,SnapPages,web,4,2008,"{'type': 'Point', 'coordinates': [-97.77512, 30.443493]}"
1550,New York,40.768058,-73.956599,Kidos,games_video,,2011,"{'type': 'Point', 'coordinates': [-73.956599, 40.768058]}"
1551,Brooklyn,40.714056,-73.957854,Kidos,games_video,,2011,"{'type': 'Point', 'coordinates': [-73.957854, 40.714056]}"
1552,Bangalore,12.527394,78.212494,Ninety Degree Internet Software (90di),search,20,2007,"{'type': 'Point', 'coordinates': [78.212494, 12.527394]}"
1553,Sunnyvale,37.386441,-122.012707,Mashed Life,web,14,2007,"{'type': 'Point', 'coordinates': [-122.012707, 37.386441]}"
1554,New York,40.721583,-74.004441,photothread,web,,2008,"{'type': 'Point', 'coordinates': [-74.004441, 40.721583]}"
1555,Vancouver,49.2812342,-123.1043395,Taglocity,enterprise,,2007,"{'type': 'Point', 'coordinates': [-123.1043395, 49.2812342]}"
1556,New York,40.753931,-73.991123,AdSide,advertising,14,2007,"{'type': 'Point', 'coordinates': [-73.991123, 40.753931]}"
1557,Mountain View,37.3923684,-122.0786234,Altos Research,ecommerce,5,2006,"{'type': 'Point', 'coordinates': [-122.0786234, 37.3923684]}"
1558,Berlin,52.583651,13.285504,UpdateStar,software,5,2008,"{'type': 'Point', 'coordinates': [13.285504, 52.583651]}"
1559,Mountain View,37.418262,-122.087859,Helpstream,web,,2004,"{'type': 'Point', 'coordinates': [-122.087859, 37.418262]}"
1560,San Francisco,37.775196,-122.419204,BallerHouse,network_hosting,,2007,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
1561,Boston,42.352835,-71.0609612,Hangout Industries,games_video,,2005,"{'type': 'Point', 'coordinates': [-71.0609612, 42.352835]}"
1562,Sydney,-33.867139,151.207114,uTag,web,5,2008,"{'type': 'Point', 'coordinates': [151.207114, -33.867139]}"
1563,San Francisco,37.764395,-122.401024,Pixelpipe,mobile,10,2008,"{'type': 'Point', 'coordinates': [-122.401024, 37.764395]}"
1564,New York,40.741441,-73.999675,Samepoint,web,5,2008,"{'type': 'Point', 'coordinates': [-73.999675, 40.741441]}"
1565,San Francisco,37.7749295,-122.4194155,Scripped,software,4,2007,"{'type': 'Point', 'coordinates': [-122.4194155, 37.7749295]}"
1566,San Francisco,37.78691,-122.404403,InnerRewards,ecommerce,9,2008,"{'type': 'Point', 'coordinates': [-122.404403, 37.78691]}"
1567,New York,40.741594,-73.990468,InnerRewards,ecommerce,9,2008,"{'type': 'Point', 'coordinates': [-73.990468, 40.741594]}"
1568,New York,40.7075492,-74.0055997,Vichara Technologies,software,100,2001,"{'type': 'Point', 'coordinates': [-74.0055997, 40.7075492]}"
1569,San Francisco,37.784137,-122.408646,Fastmetrics,hardware,9,2002,"{'type': 'Point', 'coordinates': [-122.408646, 37.784137]}"
1570,Palo Alto,41.889832,-87.626718,Inadco,advertising,30,2008,"{'type': 'Point', 'coordinates': [-87.626718, 41.889832]}"
1571,New York,40.753207,-73.995886,Petciety,web,,2006,"{'type': 'Point', 'coordinates': [-73.995886, 40.753207]}"
1572,San Jose,37.299332,-122.031435,Zirana,web,6,2007,"{'type': 'Point', 'coordinates': [-122.031435, 37.299332]}"
1573,New York,40.739867,-73.990024,YellowSpaces,web,1,2008,"{'type': 'Point', 'coordinates': [-73.990024, 40.739867]}"
1574,Los Angeles,34.070436,-118.350486,Tubefilter,games_video,12,2008,"{'type': 'Point', 'coordinates': [-118.350486, 34.070436]}"
1575,San Francisco,37.776769,-122.410111,Ecolect,cleantech,3,2007,"{'type': 'Point', 'coordinates': [-122.410111, 37.776769]}"
1576,Mountain View,37.400465,-122.073003,WireLoad,public_relations,,2006,"{'type': 'Point', 'coordinates': [-122.073003, 37.400465]}"
1577,Austin,30.387353,-97.753163,Hyper9,software,,2006,"{'type': 'Point', 'coordinates': [-97.753163, 30.387353]}"
1578,Austin,30.303746,-97.758639,Interspire,software,50,2003,"{'type': 'Point', 'coordinates': [-97.758639, 30.303746]}"
1579,San Diego,32.893366,-117.200035,RoyaltyShare,public_relations,,2005,"{'type': 'Point', 'coordinates': [-117.200035, 32.893366]}"
1580,San Mateo,37.536394,-122.326141,IntelePeer,enterprise,,2003,"{'type': 'Point', 'coordinates': [-122.326141, 37.536394]}"
1581,Denver,39.755363,-105.008551,IntelePeer,enterprise,,2003,"{'type': 'Point', 'coordinates': [-105.008551, 39.755363]}"
1582,Toronto,43.769574,-79.411513,Classtell,web,1,2008,"{'type': 'Point', 'coordinates': [-79.411513, 43.769574]}"
1583,Atlanta,33.852384,-84.380568,Purewire,enterprise,40,2007,"{'type': 'Point', 'coordinates': [-84.380568, 33.852384]}"
1584,Sydney,-33.888821,151.213328,Dedication Group,consulting,,2007,"{'type': 'Point', 'coordinates': [151.213328, -33.888821]}"
1585,Los Angeles,33.946285,-118.38823,magnify360,public_relations,35,2005,"{'type': 'Point', 'coordinates': [-118.38823, 33.946285]}"
1586,Paris,48.8785721,2.3249952,Orinea,web,5,2008,"{'type': 'Point', 'coordinates': [2.3249952, 48.8785721]}"
1587,Toronto,43.70452,-79.458419,Red Wolf Online,software,6,2007,"{'type': 'Point', 'coordinates': [-79.458419, 43.70452]}"
1588,Amsterdam,52.3644743,4.8926529,TwitterCounter,web,1,2008,"{'type': 'Point', 'coordinates': [4.8926529, 52.3644743]}"
1589,Sunnyvale,37.390918,-122.080843,Centrify,network_hosting,160,2004,"{'type': 'Point', 'coordinates': [-122.080843, 37.390918]}"
1590,London,51.51299,-0.124569,SMBLive,enterprise,,2005,"{'type': 'Point', 'coordinates': [-0.124569, 51.51299]}"
1591,Bellevue,47.582658,-122.135282,Likewise Software,software,50,2004,"{'type': 'Point', 'coordinates': [-122.135282, 47.582658]}"
1592,Brooklyn,40.7286261,-73.9555369,Frogmetrics,web,,2008,"{'type': 'Point', 'coordinates': [-73.9555369, 40.7286261]}"
1593,Palo Alto,37.437328,-122.159928,Snipd,games_video,2,2008,"{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}"
1594,Austin,30.268735,-97.745209,Snipd,games_video,2,2008,"{'type': 'Point', 'coordinates': [-97.745209, 30.268735]}"
1595,San Francisco,37.781021,-122.393528,Native Instinct,web,,2004,"{'type': 'Point', 'coordinates': [-122.393528, 37.781021]}"
1596,Montreal,45.502556,-73.580424,CI Sense,search,1,2008,"{'type': 'Point', 'coordinates': [-73.580424, 45.502556]}"
1597,New York,40.74385,-73.98458,myJambi,ecommerce,7,2007,"{'type': 'Point', 'coordinates': [-73.98458, 40.74385]}"
1598,New York City,40.7272544,-74.0057152,LockerDome,social,27,2008,"{'type': 'Point', 'coordinates': [-74.0057152, 40.7272544]}"
1599,Sunnyvale,37.3725243,-122.035963,ZManda,software,,2005,"{'type': 'Point', 'coordinates': [-122.035963, 37.3725243]}"
1600,Scottsdale,33.555878,-111.8963228,Nextiva,enterprise,200,2005,"{'type': 'Point', 'coordinates': [-111.8963228, 33.555878]}"
1601,Sunnyvale,37.424614,-122.145153,vufind,mobile,7,2010,"{'type': 'Point', 'coordinates': [-122.145153, 37.424614]}"
1602,Toronto,43.632844,-79.554784,Strider SEO,consulting,3,2008,"{'type': 'Point', 'coordinates': [-79.554784, 43.632844]}"
1603,Boulder,39.966986,-105.119089,Limitless Computing,consulting,,2006,"{'type': 'Point', 'coordinates': [-105.119089, 39.966986]}"
1604,San Francisco,41.864917,-87.625271,Poll Everywhere,mobile,20,2008,"{'type': 'Point', 'coordinates': [-87.625271, 41.864917]}"
1605,Santa Clara,37.410439,-122.016125,Palo Alto Networks,security,,2005,"{'type': 'Point', 'coordinates': [-122.016125, 37.410439]}"
1606,Washington,38.897976,-77.028561,YadaHome,network_hosting,1,2008,"{'type': 'Point', 'coordinates': [-77.028561, 38.897976]}"
1607,San Francisco,37.781754,-122.407709,PX Interactive,software,8,2007,"{'type': 'Point', 'coordinates': [-122.407709, 37.781754]}"
1608,,52.291474,-1.533601,Rockoko,other,,2007,"{'type': 'Point', 'coordinates': [-1.533601, 52.291474]}"
1609,Seattle,47.580235,-122.145038,Onehub,enterprise,10,2007,"{'type': 'Point', 'coordinates': [-122.145038, 47.580235]}"
1610,San Francisco,37.758062,-122.418642,Fluther,web,3,2007,"{'type': 'Point', 'coordinates': [-122.418642, 37.758062]}"
1611,Portland,45.48798,-122.692654,Think Brilliant Media Studios,web,10,2007,"{'type': 'Point', 'coordinates': [-122.692654, 45.48798]}"
1612,Boston,42.349048,-71.082153,EnOcean,mobile,,2001,"{'type': 'Point', 'coordinates': [-71.082153, 42.349048]}"
1613,San Francisco,41.78942,-87.596232,ReTel Technologies,analytics,5,2007,"{'type': 'Point', 'coordinates': [-87.596232, 41.78942]}"
1614,New York,40.740441,-73.993376,ShopWiki,ecommerce,25,2005,"{'type': 'Point', 'coordinates': [-73.993376, 40.740441]}"
1615,Boulder,40.010492,-105.276843,Boulder Logic,enterprise,,2003,"{'type': 'Point', 'coordinates': [-105.276843, 40.010492]}"
1616,Singapore,1.281506,103.848023,Prosperity Financial Services Pte Ltd,web,3,2006,"{'type': 'Point', 'coordinates': [103.848023, 1.281506]}"
1617,Atlanta,33.754487,-84.389663,The Highway Girl,ecommerce,,2005,"{'type': 'Point', 'coordinates': [-84.389663, 33.754487]}"
1618,Boulder,40.018145,-105.278109,Occipital,software,9,2008,"{'type': 'Point', 'coordinates': [-105.278109, 40.018145]}"
1619,Brooklyn,40.7032884,-73.9878525,Pond5,ecommerce,25,2006,"{'type': 'Point', 'coordinates': [-73.9878525, 40.7032884]}"
1620,New York,40.7280992,-73.9933841,Pond5,ecommerce,25,2006,"{'type': 'Point', 'coordinates': [-73.9933841, 40.7280992]}"
1621,Bellevue,47.6174533,-122.2016685,Atigeo,software,50,2005,"{'type': 'Point', 'coordinates': [-122.2016685, 47.6174533]}"
1622,Redwood City,37.522281,-122.258139,UBmatrix,software,50,2005,"{'type': 'Point', 'coordinates': [-122.258139, 37.522281]}"
1623,San Francisco,37.7899027,-122.4007846,Lyft,software,180,2007,"{'type': 'Point', 'coordinates': [-122.4007846, 37.7899027]}"
1624,San Francisco,37.782101,-122.389519,Carticipate,mobile,3,2008,"{'type': 'Point', 'coordinates': [-122.389519, 37.782101]}"
1625,San Francisco,37.783046,-122.394067,Shattered Reality Interactive,games_video,10,2006,"{'type': 'Point', 'coordinates': [-122.394067, 37.783046]}"
1626,San Jose,37.7924253,-122.4010019,FohBoh,social,4,2007,"{'type': 'Point', 'coordinates': [-122.4010019, 37.7924253]}"
1627,Palo Alto,37.448598,-122.158497,Mobclix,mobile,26,2008,"{'type': 'Point', 'coordinates': [-122.158497, 37.448598]}"
1628,Chicago,41.94038,-87.65318,LeapRE,advertising,11,2005,"{'type': 'Point', 'coordinates': [-87.65318, 41.94038]}"
1629,San Francisco,37.796843,-122.400346,Demandbase,analytics,80,2006,"{'type': 'Point', 'coordinates': [-122.400346, 37.796843]}"
1630,Paris,48.846726,2.321213,Wevod,games_video,8,2006,"{'type': 'Point', 'coordinates': [2.321213, 48.846726]}"
1631,San Francisco,37.7881481,-122.3943387,ShopCastTV,mobile,5,2007,"{'type': 'Point', 'coordinates': [-122.3943387, 37.7881481]}"
1632,Amsterdam,52.352201,4.890314,NewMarCom,consulting,1,2008,"{'type': 'Point', 'coordinates': [4.890314, 52.352201]}"
1633,Boston,42.368633,-71.075305,Jumptap,mobile,,2005,"{'type': 'Point', 'coordinates': [-71.075305, 42.368633]}"
1634,New York City,40.751478,-73.980305,Jumptap,mobile,,2005,"{'type': 'Point', 'coordinates': [-73.980305, 40.751478]}"
1635,New York,40.7543,-73.981847,Dada Entertainment,mobile,,2007,"{'type': 'Point', 'coordinates': [-73.981847, 40.7543]}"
1636,Menlo Park,37.452011,-122.182824,Birdpost,web,4,2007,"{'type': 'Point', 'coordinates': [-122.182824, 37.452011]}"
1637,Sunnyvale,37.384239,-122.012475,iCharts,analytics,16,2008,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}"
1638,San Francisco,37.79289,-122.428193,TextMarks,mobile,5,2007,"{'type': 'Point', 'coordinates': [-122.428193, 37.79289]}"
1639,Mountain View,37.386773,-122.075222,FairSoftware,web,,2007,"{'type': 'Point', 'coordinates': [-122.075222, 37.386773]}"
1640,San Diego,32.718834,-117.163841,Galaxy,software,2,2008,"{'type': 'Point', 'coordinates': [-117.163841, 32.718834]}"
1641,San Francisco,37.80204,-122.438231,plaYce,games_video,7,2008,"{'type': 'Point', 'coordinates': [-122.438231, 37.80204]}"
1642,Chicago,41.8908028,-87.6316617,Having Things Done,other,5,2008,"{'type': 'Point', 'coordinates': [-87.6316617, 41.8908028]}"
1643,San Francisco,37.8255226,-122.3693356,Blogcritics,web,,2002,"{'type': 'Point', 'coordinates': [-122.3693356, 37.8255226]}"
1644,New York,40.7564318,-73.9871847,Thomson Reuters,public_relations,50000,2008,"{'type': 'Point', 'coordinates': [-73.9871847, 40.7564318]}"
1645,San Francisco,37.794124,-122.403223,Twonq,web,3,2008,"{'type': 'Point', 'coordinates': [-122.403223, 37.794124]}"
1646,New York,40.775309,-73.983656,Producteev,software,10,2008,"{'type': 'Point', 'coordinates': [-73.983656, 40.775309]}"
1647,Palo Alto,37.448598,-122.158497,Bojam,games_video,5,2008,"{'type': 'Point', 'coordinates': [-122.158497, 37.448598]}"
1648,Philadelphia,39.951639,-75.163808,The Impartial Observer,web,4,2008,"{'type': 'Point', 'coordinates': [-75.163808, 39.951639]}"
1649,San Francisco,37.775196,-122.419204,AdRocket,advertising,5,2008,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}"
1650,San Francisco,37.758737,-122.388336,Postbox,software,,2007,"{'type': 'Point', 'coordinates': [-122.388336, 37.758737]}"
1651,Bangalore,12.971606,77.594376,eLagaan,web,20,2008,"{'type': 'Point', 'coordinates': [77.594376, 12.971606]}"
1652,,40.756054,-73.986951,Papervitamins,web,2,2008,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}"
1653,San Francisco,37.7983181,-122.4000032,GoodGuide,web,10,2007,"{'type': 'Point', 'coordinates': [-122.4000032, 37.7983181]}"
1654,Mountain View,37.390501,-122.081151,PostPath,web,,2003,"{'type': 'Point', 'coordinates': [-122.081151, 37.390501]}"
1655,Seattle,47.6495905,-122.3497956,Swype,software,80,2002,"{'type': 'Point', 'coordinates': [-122.3497956, 47.6495905]}"
1656,Austin,30.379593,-97.765313,SpeakerMatch,web,7,2002,"{'type': 'Point', 'coordinates': [-97.765313, 30.379593]}"
1657,Los Angeles,34.054259,-118.414064,Quant the News,web,2,2007,"{'type': 'Point', 'coordinates': [-118.414064, 34.054259]}"
1658,Portland,45.5349042,-122.6687628,FMYI,software,16,2004,"{'type': 'Point', 'coordinates': [-122.6687628, 45.5349042]}"
1659,Los Angeles,34.062262,-118.348198,SiteRapture,network_hosting,1,2007,"{'type': 'Point', 'coordinates': [-118.348198, 34.062262]}"
1660,Palo Alto,37.444393,-122.163139,Angstro,software,4,2007,"{'type': 'Point', 'coordinates': [-122.163139, 37.444393]}"
1661,San Francisco,37.7753,-122.4186,TopNotchThemes,ecommerce,5,2008,"{'type': 'Point', 'coordinates': [-122.4186, 37.7753]}"
1662,,35.428318,-97.4913054,iThryv,web,8,2007,"{'type': 'Point', 'coordinates': [-97.4913054, 35.428318]}"
1663,,40.822087,-73.950677,Klatcher,web,5,2008,"{'type': 'Point', 'coordinates': [-73.950677, 40.822087]}"
1664,,44.528743,-88.10135,Pepmall,ecommerce,2,2008,"{'type': 'Point', 'coordinates': [-88.10135, 44.528743]}"
1665,Chicago,41.893397,-87.61694,Lime Productions,web,5,2005,"{'type': 'Point', 'coordinates': [-87.61694, 41.893397]}"
1666,Berlin,52.512271,13.419282,Susuh,advertising,2,2007,"{'type': 'Point', 'coordinates': [13.419282, 52.512271]}"
1667,New York,40.756054,-73.986951,artandseek,other,2,2007,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}"
1668,London,51.500152,-0.126236,artandseek,other,2,2007,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}"
1669,Madrid,40.412323,-3.703248,Daily Flat Rental,ecommerce,2,2008,"{'type': 'Point', 'coordinates': [-3.703248, 40.412323]}"
1670,Boulder,40.058448,-105.278785,Intela,advertising,70,2006,"{'type': 'Point', 'coordinates': [-105.278785, 40.058448]}"
1671,London,51.5139758,-0.1230127,Intela,advertising,70,2006,"{'type': 'Point', 'coordinates': [-0.1230127, 51.5139758]}"
1672,San Mateo,37.5574,-122.301914,Picateers,web,,2005,"{'type': 'Point', 'coordinates': [-122.301914, 37.5574]}"
1673,Munich,48.123252,11.554552,Moozey,mobile,,2008,"{'type': 'Point', 'coordinates': [11.554552, 48.123252]}"
1674,Austin,30.355703,-97.797117,SailPoint Technologies,enterprise,,2005,"{'type': 'Point', 'coordinates': [-97.797117, 30.355703]}"
1675,Cambridge,42.374396,-71.113686,Emerginvest,web,3,2007,"{'type': 'Point', 'coordinates': [-71.113686, 42.374396]}"
1676,Atlanta,33.792535,-84.386384,RentBureau,web,12,2006,"{'type': 'Point', 'coordinates': [-84.386384, 33.792535]}"
1677,Singapore,1.308655,103.861929,Jorbb,web,3,2008,"{'type': 'Point', 'coordinates': [103.861929, 1.308655]}"
1678,New York City,40.719436,-73.954391,Propertyshark,ecommerce,45,2003,"{'type': 'Point', 'coordinates': [-73.954391, 40.719436]}"
1679,Bellevue,47.5760962,-122.1691547,Fizmo,software,,2007,"{'type': 'Point', 'coordinates': [-122.1691547, 47.5760962]}"
1680,Atlanta,33.841783,-84.523571,Pogostick,software,2,2007,"{'type': 'Point', 'coordinates': [-84.523571, 33.841783]}"
1681,San Francisco,37.792979,-122.421242,Milobox,advertising,,2007,"{'type': 'Point', 'coordinates': [-122.421242, 37.792979]}"
1682,Montreal,45.496141,-73.63222,Davai Design,web,5,2003,"{'type': 'Point', 'coordinates': [-73.63222, 45.496141]}"
1683,Seattle,47.61321,-122.342169,Divvy Systems,web,1,2007,"{'type': 'Point', 'coordinates': [-122.342169, 47.61321]}"
1684,Dallas,30.369586,-97.981336,Fancorps,network_hosting,10,2005,"{'type': 'Point', 'coordinates': [-97.981336, 30.369586]}"
1685,Los Angeles,34.052187,-118.243425,Weblocal,other,,2008,"{'type': 'Point', 'coordinates': [-118.243425, 34.052187]}"
1686,Montreal,45.545447,-73.639076,Weblocal,other,,2008,"{'type': 'Point', 'coordinates': [-73.639076, 45.545447]}"
1687,Denver,39.755092,-104.988123,BiggerPockets,web,3,2004,"{'type': 'Point', 'coordinates': [-104.988123, 39.755092]}"
1688,Atlanta,33.834764,-84.378116,SimpleLeap Software,software,2,2008,"{'type': 'Point', 'coordinates': [-84.378116, 33.834764]}"
1689,San Francisco,37.580093,-122.347745,ConnectSolutions,enterprise,50,2007,"{'type': 'Point', 'coordinates': [-122.347745, 37.580093]}"
1690,Amsterdam,52.361477,4.891592,BLOG08,other,5,2008,"{'type': 'Point', 'coordinates': [4.891592, 52.361477]}"
