,_id,category_code,founded_year,geojson,latitude,longitude,name,number_of_employees,total_money_raised,empresas_cerca
499,5cd45d120c24ecd1b9ca235b,web,2007,"{'type': 'Point', 'coordinates': [-0.474933, 46.330771]}",46.330771,-0.474933,IT'S ART,3,$0,1
500,5cd45d120c24ecd1b9ca235c,ecommerce,2006,"{'type': 'Point', 'coordinates': [-8.7542918, 51.7335021]}",51.7335021,-8.7542918,LouderVoice,2,$0,1
503,5cd45d120c24ecd1b9ca235f,ecommerce,2008,"{'type': 'Point', 'coordinates': [-71.316744, 42.894414]}",42.894414,-71.316744,Workpost,5,$0,1
507,5cd45d120c24ecd1b9ca2363,ecommerce,2007,"{'type': 'Point', 'coordinates': [-87.657354, 41.88583]}",41.88583,-87.657354,crowdSPRING,14,$3M,1
508,5cd45d120c24ecd1b9ca2364,web,2006,"{'type': 'Point', 'coordinates': [-122.439512, 37.758229]}",37.758229,-122.439512,Fanpop,4,$0,1
510,5cd45d120c24ecd1b9ca2366,advertising,2007,"{'type': 'Point', 'coordinates': [-118.23341, 34.041037]}",34.041037,-118.23341,SEO Intelligence,4,$0,1
512,5cd45d120c24ecd1b9ca2368,mobile,2007,"{'type': 'Point', 'coordinates': [-84.387491, 33.859484]}",33.859484,-84.387491,RingBranch,4,$0,1
513,5cd45d120c24ecd1b9ca2369,software,2005,"{'type': 'Point', 'coordinates': [-87.750643, 42.040851]}",42.040851,-87.750643,Ifbyphone,90,$30.3M,1
514,5cd45d120c24ecd1b9ca236a,public_relations,2003,"{'type': 'Point', 'coordinates': [-71.221675, 42.299905]}",42.299905,-71.221675,Grasshopper,45,$0,1
516,5cd45d120c24ecd1b9ca236c,ecommerce,2006,"{'type': 'Point', 'coordinates': [11.965035, 57.703679]}",57.703679,11.965035,Testseek,2,$0,1
518,5cd45d120c24ecd1b9ca236e,software,2004,"{'type': 'Point', 'coordinates': [-117.8587, 33.676444]}",33.676444,-117.8587,Kareo,250,$51.4M,1
521,5cd45d120c24ecd1b9ca2371,web,2008,"{'type': 'Point', 'coordinates': [-111.93315, 33.503906]}",33.503906,-111.93315,nobosh,1,$0,1
522,5cd45d120c24ecd1b9ca2372,web,2005,"{'type': 'Point', 'coordinates': [-71.790185, 42.278535]}",42.278535,-71.790185,Participatory Culture Foundation,11,$0,1
1265,5cd45d120c24ecd1b9ca2659,web,2006,"{'type': 'Point', 'coordinates': [-118.209263, 34.208304]}",34.208304,-118.209263,Zigabid,10,$1M,1
1267,5cd45d120c24ecd1b9ca265b,web,2004,"{'type': 'Point', 'coordinates': [-71.14257, 42.32647]}",42.32647,-71.14257,Jobitorial,1,$0,1
2746,5cd45d120c24ecd1b9ca2c22,web,2009,"{'type': 'Point', 'coordinates': [-73.9447994, 40.5889016]}",40.5889016,-73.9447994,Do You Wanna Hook Up?,3,$0,1
2414,5cd45d120c24ecd1b9ca2ad6,consulting,2007,"{'type': 'Point', 'coordinates': [-105.0825619, 39.568519]}",39.568519,-105.0825619,Spork Marketing,1,$0,1
2399,5cd45d120c24ecd1b9ca2ac7,consulting,2007,"{'type': 'Point', 'coordinates': [-82.3722295, 34.8678238]}",34.8678238,-82.3722295,Nullvariable Web Consulting,7,$0,1
2400,5cd45d120c24ecd1b9ca2ac8,consulting,2000,"{'type': 'Point', 'coordinates': [-81.123354, 32.000467]}",32.000467,-81.123354,HotLinuxJobs,4,$0,1
2402,5cd45d120c24ecd1b9ca2aca,other,2005,"{'type': 'Point', 'coordinates': [-111.990978, 43.4784464]}",43.4784464,-111.990978,Phibble,4,$0,1
2404,5cd45d120c24ecd1b9ca2acc,enterprise,2001,"{'type': 'Point', 'coordinates': [-78.6410833, 35.839854]}",35.839854,-78.6410833,Hosted Solutions,110,$0,1
2406,5cd45d120c24ecd1b9ca2ace,,2006,"{'type': 'Point', 'coordinates': [6.1534158, 46.2030767]}",46.2030767,6.1534158,Venyo,5,€150k,1
2408,5cd45d120c24ecd1b9ca2ad0,other,2000,"{'type': 'Point', 'coordinates': [-116.962896, 32.800418]}",32.800418,-116.962896,SpeedyPin,20,$0,1
2409,5cd45d120c24ecd1b9ca2ad1,web,2006,"{'type': 'Point', 'coordinates': [-122.232881, 47.5855083]}",47.5855083,-122.232881,Revyver,2,$0,1
2415,5cd45d120c24ecd1b9ca2ad7,other,2003,"{'type': 'Point', 'coordinates': [-75.505573, 39.804526]}",39.804526,-75.505573,Nipple Charms,2,$0,1
2230,5cd45d120c24ecd1b9ca2a1e,software,2006,"{'type': 'Point', 'coordinates': [-121.907443, 36.97441]}",36.97441,-121.907443,Ceboa,4,$0,1
2416,5cd45d120c24ecd1b9ca2ad8,software,2008,"{'type': 'Point', 'coordinates': [-122.6643702, 49.1261967]}",49.1261967,-122.6643702,GoalsOnTrack,2,$0,1
2417,5cd45d120c24ecd1b9ca2ad9,software,2007,"{'type': 'Point', 'coordinates': [-2.6172859, 53.8070285]}",53.8070285,-2.6172859,Computing Data,3,$0,1
2418,5cd45d120c24ecd1b9ca2ada,public_relations,2007,"{'type': 'Point', 'coordinates': [78.2221144, 12.5153051]}",12.5153051,78.2221144,SmartCrowds,3,$110k,1
2420,5cd45d120c24ecd1b9ca2adc,public_relations,2008,"{'type': 'Point', 'coordinates': [103.8319842, 1.3183692]}",1.3183692,103.8319842,Wipee List,2,$0,1
2423,5cd45d120c24ecd1b9ca2adf,web,2007,"{'type': 'Point', 'coordinates': [6.9962192, 43.6000902]}",43.6000902,6.9962192,Dezidr,1,$0,1
2424,5cd45d120c24ecd1b9ca2ae0,web,2008,"{'type': 'Point', 'coordinates': [-2.6136797, 51.4749263]}",51.4749263,-2.6136797,Speedchecker,2,$0,1
2425,5cd45d120c24ecd1b9ca2ae1,enterprise,2007,"{'type': 'Point', 'coordinates': [2.1907388, 48.7004097]}",48.7004097,2.1907388,DreamFace Interactive,10,$150k,1
2398,5cd45d120c24ecd1b9ca2ac6,network_hosting,2008,"{'type': 'Point', 'coordinates': [-75.2023361, 40.247314]}",40.247314,-75.2023361,MyVishwa,25,$0,1
2397,5cd45d120c24ecd1b9ca2ac5,web,2008,"{'type': 'Point', 'coordinates': [12.4764711, 41.8924033]}",41.8924033,12.4764711,IsayBlog!,154,$0,1
2396,5cd45d120c24ecd1b9ca2ac4,games_video,2008,"{'type': 'Point', 'coordinates': [-73.7481222, 45.5411602]}",45.5411602,-73.7481222,InnovSoft Consulting Limited,7,$0,1
2394,5cd45d120c24ecd1b9ca2ac2,advertising,2008,"{'type': 'Point', 'coordinates': [-122.6830008, 49.1237099]}",49.1237099,-122.6830008,Pacific Virtual Tours,5,$0,1
2364,5cd45d120c24ecd1b9ca2aa4,network_hosting,2008,"{'type': 'Point', 'coordinates': [-1.8813105, 50.7229432]}",50.7229432,-1.8813105,myJournal,8,$0,1
2366,5cd45d120c24ecd1b9ca2aa6,advertising,2004,"{'type': 'Point', 'coordinates': [-111.9641728, 33.4962205]}",33.4962205,-111.9641728,Datachamps,6,$0,1
2368,5cd45d120c24ecd1b9ca2aa8,web,2013,"{'type': 'Point', 'coordinates': [-2.2439492, 53.4837067]}",53.4837067,-2.2439492,Clowdy,11,$0,1
2370,5cd45d120c24ecd1b9ca2aaa,software,2002,"{'type': 'Point', 'coordinates': [21.0709375, 52.1332973]}",52.1332973,21.0709375,Activeweb,500,$0,1
2371,5cd45d120c24ecd1b9ca2aab,software,2005,"{'type': 'Point', 'coordinates': [-0.6126472, 51.2402584]}",51.2402584,-0.6126472,Socialwrks,12,$0,1
2372,5cd45d120c24ecd1b9ca2aac,software,2002,"{'type': 'Point', 'coordinates': [25.4421286, 65.0566012]}",65.0566012,25.4421286,Capricode,40,$0,1
2380,5cd45d120c24ecd1b9ca2ab4,mobile,2007,"{'type': 'Point', 'coordinates': [5.3499728, 50.9517491]}",50.9517491,5.3499728,CityLive,13,$0,1
2382,5cd45d120c24ecd1b9ca2ab6,web,2006,"{'type': 'Point', 'coordinates': [-71.066148, 42.45434]}",42.45434,-71.066148,Devkinetic Designs,1,$10k,1
2383,5cd45d120c24ecd1b9ca2ab7,web,2008,"{'type': 'Point', 'coordinates': [-111.967798, 40.645225]}",40.645225,-111.967798,SocialToo,2,$0,1
2384,5cd45d120c24ecd1b9ca2ab8,hardware,2006,"{'type': 'Point', 'coordinates': [4.887641, 52.336117]}",52.336117,4.887641,Gemalto,12000,$0,1
2385,5cd45d120c24ecd1b9ca2ab9,software,2006,"{'type': 'Point', 'coordinates': [2.3503689, 48.8762407]}",48.8762407,2.3503689,Pierlis,10,$0,1
2386,5cd45d120c24ecd1b9ca2aba,software,2002,"{'type': 'Point', 'coordinates': [-122.223384, 37.477652]}",37.477652,-122.223384,Cataphora,100,$0,1
2389,5cd45d120c24ecd1b9ca2abd,web,2008,"{'type': 'Point', 'coordinates': [-83.674786, 32.850489]}",32.850489,-83.674786,DoggieInk,6,$0,1
2390,5cd45d120c24ecd1b9ca2abe,software,2008,"{'type': 'Point', 'coordinates': [-104.955012, 39.69263]}",39.69263,-104.955012,Double Encore,42,$25k,1
2393,5cd45d120c24ecd1b9ca2ac1,other,2005,"{'type': 'Point', 'coordinates': [-117.2640178, 32.9563448]}",32.9563448,-117.2640178,Travel Insights,1,$0,1
2426,5cd45d120c24ecd1b9ca2ae2,web,2005,"{'type': 'Point', 'coordinates': [13.355692, 52.486389]}",52.486389,13.355692,dotBERLIN,4,$0,1
2427,5cd45d120c24ecd1b9ca2ae3,advertising,2008,"{'type': 'Point', 'coordinates': [77.5886142, 13.0774091]}",13.0774091,77.5886142,4am Design and Technology Labs,5,$0,1
2430,5cd45d120c24ecd1b9ca2ae6,advertising,2007,"{'type': 'Point', 'coordinates': [-0.3674379, 51.8215669]}",51.8215669,-0.3674379,Bess Technology,6,$0,1
2472,5cd45d120c24ecd1b9ca2b10,analytics,2007,"{'type': 'Point', 'coordinates': [-122.655545, 45.504407]}",45.504407,-122.655545,Revelation,12,$2.37M,1
2474,5cd45d120c24ecd1b9ca2b12,hardware,2007,"{'type': 'Point', 'coordinates': [-112.0924765, 41.0938671]}",41.0938671,-112.0924765,Friendzbook,2,$0,1
2476,5cd45d120c24ecd1b9ca2b14,ecommerce,2008,"{'type': 'Point', 'coordinates': [10.5077091, 61.1026207]}",61.1026207,10.5077091,Nylvi,4,$0,1
2480,5cd45d120c24ecd1b9ca2b18,web,2002,"{'type': 'Point', 'coordinates': [-6.1345865, 53.4445927]}",53.4445927,-6.1345865,Zeraphina,8,$0,1
2482,5cd45d120c24ecd1b9ca2b1a,other,2007,"{'type': 'Point', 'coordinates': [2.2876814, 48.8453049]}",48.8453049,2.2876814,Wanajob,10,$0,1
2483,5cd45d120c24ecd1b9ca2b1b,games_video,2006,"{'type': 'Point', 'coordinates': [-93.34806, 44.923088]}",44.923088,-93.34806,Book a Lesson,2,$0,1
2484,5cd45d120c24ecd1b9ca2b1c,software,2000,"{'type': 'Point', 'coordinates': [-95.308391, 29.685897]}",29.685897,-95.308391,SnapStream Media,20,$0,1
2485,5cd45d120c24ecd1b9ca2b1d,public_relations,2006,"{'type': 'Point', 'coordinates': [-6.1071512, 53.2781561]}",53.2781561,-6.1071512,Digiprove,4,$0,1
2486,5cd45d120c24ecd1b9ca2b1e,web,2004,"{'type': 'Point', 'coordinates': [13.6409647, 45.9689988]}",45.9689988,13.6409647,Editor,11,$0,1
2487,5cd45d120c24ecd1b9ca2b1f,mobile,2008,"{'type': 'Point', 'coordinates': [-95.9550264, 36.0463849]}",36.0463849,-95.9550264,mobiManage,15,$350k,1
2489,5cd45d120c24ecd1b9ca2b21,network_hosting,2002,"{'type': 'Point', 'coordinates': [-0.1535555, 51.3264445]}",51.3264445,-0.1535555,Jake,2,$0,1
2490,5cd45d120c24ecd1b9ca2b22,web,2007,"{'type': 'Point', 'coordinates': [-117.79967, 33.696853]}",33.696853,-117.79967,TrekTrac,4,$0,1
2491,5cd45d120c24ecd1b9ca2b23,advertising,2008,"{'type': 'Point', 'coordinates': [-83.0044572, 39.9807652]}",39.9807652,-83.0044572,easyTXTR,6,$0,1
2495,5cd45d120c24ecd1b9ca2b27,enterprise,2008,"{'type': 'Point', 'coordinates': [-97.790145, 30.44936]}",30.44936,-97.790145,BudURL,7,$0,1
2497,5cd45d120c24ecd1b9ca2b29,software,2006,"{'type': 'Point', 'coordinates': [-77.232657, 38.917237]}",38.917237,-77.232657,Hook Mobile,20,$963k,1
2499,5cd45d120c24ecd1b9ca2b2b,software,2006,"{'type': 'Point', 'coordinates': [144.9504861, -37.639333]}",-37.639333,144.9504861,Shane Longman,12,$0,1
2473,5cd45d120c24ecd1b9ca2b11,web,2008,"{'type': 'Point', 'coordinates': [-84.377834, 34.018504]}",34.018504,-84.377834,PostMapper,1,$0,1
2470,5cd45d120c24ecd1b9ca2b0e,public_relations,2008,"{'type': 'Point', 'coordinates': [-105.1375908, 40.5293254]}",40.5293254,-105.1375908,Extanz,10,$0,1
2433,5cd45d120c24ecd1b9ca2ae9,social,2009,"{'type': 'Point', 'coordinates': [6.1503245, 46.2121463]}",46.2121463,6.1503245,HyperWeek,5,$1.31M,1
2469,5cd45d120c24ecd1b9ca2b0d,software,2007,"{'type': 'Point', 'coordinates': [-97.7688358, 30.2456728]}",30.2456728,-97.7688358,Bandize,3,$0,1
2435,5cd45d120c24ecd1b9ca2aeb,software,2007,"{'type': 'Point', 'coordinates': [-3.6685036, 40.4367771]}",40.4367771,-3.6685036,pomeloTV,6,$0,1
2436,5cd45d120c24ecd1b9ca2aec,games_video,2007,"{'type': 'Point', 'coordinates': [-80.3399908, 25.6482589]}",25.6482589,-80.3399908,Kompoz,2,$0,1
2438,5cd45d120c24ecd1b9ca2aee,enterprise,2008,"{'type': 'Point', 'coordinates': [-79.965865, 40.4277409]}",40.4277409,-79.965865,Rhiza Labs,10,$0,1
2440,5cd45d120c24ecd1b9ca2af0,software,2000,"{'type': 'Point', 'coordinates': [-80.2499344, 26.2603516]}",26.2603516,-80.2499344,Hirebridge,10,$0,1
2444,5cd45d120c24ecd1b9ca2af4,network_hosting,2005,"{'type': 'Point', 'coordinates': [11.1052118, 43.7688179]}",43.7688179,11.1052118,Extendi,3,$0,1
2446,5cd45d120c24ecd1b9ca2af6,network_hosting,2005,"{'type': 'Point', 'coordinates': [-81.833072, 41.272143]}",41.272143,-81.833072,MyPraize,4,$0,1
2449,5cd45d120c24ecd1b9ca2af9,network_hosting,2002,"{'type': 'Point', 'coordinates': [-6.2114294, 53.3506101]}",53.3506101,-6.2114294,Central Databank,7,$0,1
2452,5cd45d120c24ecd1b9ca2afc,mobile,2008,"{'type': 'Point', 'coordinates': [-1.4750789, 50.9991134]}",50.9991134,-1.4750789,utopia 365,2,$0,1
2453,5cd45d120c24ecd1b9ca2afd,games_video,2006,"{'type': 'Point', 'coordinates': [23.7569904, 37.9815443]}",37.9815443,23.7569904,Away,5,$0,1
2456,5cd45d120c24ecd1b9ca2b00,software,2001,"{'type': 'Point', 'coordinates': [-122.7074541, 45.4257426]}",45.4257426,-122.7074541,Cubic Compass,6,$0,1
2459,5cd45d120c24ecd1b9ca2b03,other,2005,"{'type': 'Point', 'coordinates': [-58.4433589, -34.5683803]}",-34.5683803,-58.4433589,Three Melons,35,$600k,1
2460,5cd45d120c24ecd1b9ca2b04,other,2008,"{'type': 'Point', 'coordinates': [-122.118237, 47.6701193]}",47.6701193,-122.118237,Puzzazz,5,$0,1
2463,5cd45d120c24ecd1b9ca2b07,other,2008,"{'type': 'Point', 'coordinates': [121.4314771, 31.1901161]}",31.1901161,121.4314771,RightSite,5,$0,1
2464,5cd45d120c24ecd1b9ca2b08,enterprise,2011,"{'type': 'Point', 'coordinates': [-72.8190106, 41.4778641]}",41.4778641,-72.8190106,Queralt,7,$650k,1
2468,5cd45d120c24ecd1b9ca2b0c,web,2005,"{'type': 'Point', 'coordinates': [-81.5072768, 28.4937313]}",28.4937313,-81.5072768,Kinal Corp,0,$0,1
2363,5cd45d120c24ecd1b9ca2aa3,web,2005,"{'type': 'Point', 'coordinates': [2.1897317, 41.3762002]}",41.3762002,2.1897317,Tractis,4,$0,1
2362,5cd45d120c24ecd1b9ca2aa2,software,2008,"{'type': 'Point', 'coordinates': [-80.331681, 25.769174]}",25.769174,-80.331681,Aligned Global,15,$0,1
2360,5cd45d120c24ecd1b9ca2aa0,ecommerce,2000,"{'type': 'Point', 'coordinates': [5.3538038, 50.9215635]}",50.9215635,5.3538038,anaXis,50,$0,1
2263,5cd45d120c24ecd1b9ca2a3f,software,2008,"{'type': 'Point', 'coordinates': [-122.129671, 37.860866]}",37.860866,-122.129671,Rubysophic,5,$0,1
2267,5cd45d120c24ecd1b9ca2a43,software,2007,"{'type': 'Point', 'coordinates': [34.7836788, 32.0695889]}",32.0695889,34.7836788,RankAbove,35,$0,1
2269,5cd45d120c24ecd1b9ca2a45,other,2008,"{'type': 'Point', 'coordinates': [-87.6274451, 41.8724939]}",41.8724939,-87.6274451,Dillyeo,10,$0,1
2270,5cd45d120c24ecd1b9ca2a46,consulting,2008,"{'type': 'Point', 'coordinates': [-77.423837, 39.032142]}",39.032142,-77.423837,IFXworks,4,$0,1
2271,5cd45d120c24ecd1b9ca2a47,advertising,2006,"{'type': 'Point', 'coordinates': [-77.199558, 40.207431]}",40.207431,-77.199558,WebpageFX,25,$0,1
2273,5cd45d120c24ecd1b9ca2a49,software,2008,"{'type': 'Point', 'coordinates': [-71.215223, 46.812754]}",46.812754,-71.215223,PornLikeThat,1,$0,1
2275,5cd45d120c24ecd1b9ca2a4b,games_video,2006,"{'type': 'Point', 'coordinates': [-71.455658, 42.431652]}",42.431652,-71.455658,38 Studios,49,$0,1
2276,5cd45d120c24ecd1b9ca2a4c,software,2005,"{'type': 'Point', 'coordinates': [-73.8625452, 41.0662835]}",41.0662835,-73.8625452,Open-Xchange,100,$37.8M,1
2280,5cd45d120c24ecd1b9ca2a50,other,2006,"{'type': 'Point', 'coordinates': [-77.49896, 43.197477]}",43.197477,-77.49896,JR Language Translation Services,100,$0,1
2281,5cd45d120c24ecd1b9ca2a51,enterprise,2006,"{'type': 'Point', 'coordinates': [-104.9844, 39.7393]}",39.7393,-104.9844,X13,6,$0,1
2282,5cd45d120c24ecd1b9ca2a52,software,2007,"{'type': 'Point', 'coordinates': [-94.68567, 38.929216]}",38.929216,-94.68567,MindSpring Software,5,$0,1
2284,5cd45d120c24ecd1b9ca2a54,advertising,2002,"{'type': 'Point', 'coordinates': [1.425107, 43.561452]}",43.561452,1.425107,X-PRIME,55,$0,1
2285,5cd45d120c24ecd1b9ca2a55,hardware,2008,"{'type': 'Point', 'coordinates': [13.428855, 52.532757]}",52.532757,13.428855,txtr,20,$0,1
2288,5cd45d120c24ecd1b9ca2a58,web,2008,"{'type': 'Point', 'coordinates': [-118.295117, 34.024817]}",34.024817,-118.295117,booksRhere,1,$0,1
2289,5cd45d120c24ecd1b9ca2a59,consulting,2006,"{'type': 'Point', 'coordinates': [2.317596, 48.836347]}",48.836347,2.317596,ExploLab,2,$0,1
2291,5cd45d120c24ecd1b9ca2a5b,other,2008,"{'type': 'Point', 'coordinates': [8.528185, 47.169157]}",47.169157,8.528185,Digital Mint,6,$0,1
2265,5cd45d120c24ecd1b9ca2a41,ecommerce,2006,"{'type': 'Point', 'coordinates': [-43.209587, -22.903539]}",-22.903539,-43.209587,Rede Parede,9,$0,1
2262,5cd45d120c24ecd1b9ca2a3e,consulting,2008,"{'type': 'Point', 'coordinates': [-73.821321, 40.74931]}",40.74931,-73.821321,WJT Global Solutions,2000,$0,1
2295,5cd45d120c24ecd1b9ca2a5f,mobile,2003,"{'type': 'Point', 'coordinates': [-78.821516, 35.820365]}",35.820365,-78.821516,clearTXT,4,$0,1
2261,5cd45d120c24ecd1b9ca2a3d,software,2005,"{'type': 'Point', 'coordinates': [-93.251434, 44.785024]}",44.785024,-93.251434,Alliance Card,7,$0,1
2233,5cd45d120c24ecd1b9ca2a21,finance,2008,"{'type': 'Point', 'coordinates': [-117.2117395, 32.873081]}",32.873081,-117.2117395,BrightScope,70,$5.9M,1
2234,5cd45d120c24ecd1b9ca2a22,network_hosting,2008,"{'type': 'Point', 'coordinates': [5.134585, 52.087496]}",52.087496,5.134585,Clubbyclub,5,$0,1
2235,5cd45d120c24ecd1b9ca2a23,software,2005,"{'type': 'Point', 'coordinates': [50.21028, 26.272541]}",26.272541,50.21028,Remal IT,30,$0,1
2238,5cd45d120c24ecd1b9ca2a26,sports,2007,"{'type': 'Point', 'coordinates': [-78.8722341, 35.7998482]}",35.7998482,-78.8722341,StatSheet,9,$5.3M,1
2239,5cd45d120c24ecd1b9ca2a27,network_hosting,2006,"{'type': 'Point', 'coordinates': [4.839033, 52.355104]}",52.355104,4.839033,MarkThisDate,4,$0,1
2241,5cd45d120c24ecd1b9ca2a29,enterprise,2003,"{'type': 'Point', 'coordinates': [-87.6371628, 41.8961282]}",41.8961282,-87.6371628,Model Metrics,120,$2.5M,1
2247,5cd45d120c24ecd1b9ca2a2f,other,2007,"{'type': 'Point', 'coordinates': [-122.171758, 47.615044]}",47.615044,-122.171758,NuWire,10,$0,1
2249,5cd45d120c24ecd1b9ca2a31,search,2008,"{'type': 'Point', 'coordinates': [-121.902157, 37.349484]}",37.349484,-121.902157,Rafinko,5,$0,1
2251,5cd45d120c24ecd1b9ca2a33,hardware,2006,"{'type': 'Point', 'coordinates': [-73.161083, 41.182155]}",41.182155,-73.161083,Paradigm Technologies,10,$0,1
2252,5cd45d120c24ecd1b9ca2a34,consulting,2006,"{'type': 'Point', 'coordinates': [-121.860757, 37.656279]}",37.656279,-121.860757,Local SEO Guide,1,$0,1
2253,5cd45d120c24ecd1b9ca2a35,web,2005,"{'type': 'Point', 'coordinates': [15.436302, 60.485605]}",60.485605,15.436302,Twin Pines,10,$0,1
2254,5cd45d120c24ecd1b9ca2a36,advertising,2000,"{'type': 'Point', 'coordinates': [-80.860647, 35.039606]}",35.039606,-80.860647,Red Ventures,500,$0,1
2256,5cd45d120c24ecd1b9ca2a38,ecommerce,2007,"{'type': 'Point', 'coordinates': [-2.2782624, 51.834879]}",51.834879,-2.2782624,Stubmatic,3,$0,1
2258,5cd45d120c24ecd1b9ca2a3a,other,2006,"{'type': 'Point', 'coordinates': [77.1553903, 28.7583999]}",28.7583999,77.1553903,India Movers Packers,30,$0,1
2259,5cd45d120c24ecd1b9ca2a3b,web,2006,"{'type': 'Point', 'coordinates': [-86.805713, 36.033057]}",36.033057,-86.805713,SoberCircle,8,$0,1
2292,5cd45d120c24ecd1b9ca2a5c,web,2008,"{'type': 'Point', 'coordinates': [-122.6883052, 42.183715]}",42.183715,-122.6883052,NewDocs,3,$0,1
2296,5cd45d120c24ecd1b9ca2a60,enterprise,2008,"{'type': 'Point', 'coordinates': [2.143797, 41.41259]}",41.41259,2.143797,Vertical Social Networks,3,$0,1
2358,5cd45d120c24ecd1b9ca2a9e,network_hosting,2007,"{'type': 'Point', 'coordinates': [-71.128231, 42.393551]}",42.393551,-71.128231,galaxyadvisors,7,$600k,1
2331,5cd45d120c24ecd1b9ca2a83,consulting,2005,"{'type': 'Point', 'coordinates': [-1.9264665, 52.3984972]}",52.3984972,-1.9264665,Invictus Technology,5,$0,1
2335,5cd45d120c24ecd1b9ca2a87,consulting,2007,"{'type': 'Point', 'coordinates': [3.7562868, 51.0075781]}",51.0075781,3.7562868,Avocom,2,$0,1
2337,5cd45d120c24ecd1b9ca2a89,public_relations,2007,"{'type': 'Point', 'coordinates': [-121.038099, 38.67687]}",38.67687,-121.038099,ExtendMD,3,$0,1
2338,5cd45d120c24ecd1b9ca2a8a,network_hosting,2006,"{'type': 'Point', 'coordinates': [-121.1268303, 38.6456907]}",38.6456907,-121.1268303,SynapSense,20,$43.5M,1
2340,5cd45d120c24ecd1b9ca2a8c,ecommerce,2004,"{'type': 'Point', 'coordinates': [12.0198938, 57.7209005]}",57.7209005,12.0198938,Testvinnare i Sverige,2,$0,1
2342,5cd45d120c24ecd1b9ca2a8e,web,2008,"{'type': 'Point', 'coordinates': [-82.490137, 28.4370407]}",28.4370407,-82.490137,Dorman Media,1,$0,1
2344,5cd45d120c24ecd1b9ca2a90,consulting,2006,"{'type': 'Point', 'coordinates': [73.8213213, 18.5584318]}",18.5584318,73.8213213,focusQA,25,$0,1
2345,5cd45d120c24ecd1b9ca2a91,software,2005,"{'type': 'Point', 'coordinates': [8.8088823, 53.0785928]}",53.0785928,8.8088823,Enough Software,20,$0,1
2348,5cd45d120c24ecd1b9ca2a94,software,2007,"{'type': 'Point', 'coordinates': [-84.058708, 34.070164]}",34.070164,-84.058708,Clearleap,75,$41.3M,1
2349,5cd45d120c24ecd1b9ca2a95,software,2003,"{'type': 'Point', 'coordinates': [13.261829, 47.86582]}",47.86582,13.261829,Emsi Software,15,$0,1
2350,5cd45d120c24ecd1b9ca2a96,software,2008,"{'type': 'Point', 'coordinates': [-85.6734906, 42.9608776]}",42.9608776,-85.6734906,Ascribe,9,$0,1
2351,5cd45d120c24ecd1b9ca2a97,advertising,2001,"{'type': 'Point', 'coordinates': [88.3539981, 22.5463155]}",22.5463155,88.3539981,32bytes,8,$0,1
2352,5cd45d120c24ecd1b9ca2a98,advertising,2001,"{'type': 'Point', 'coordinates': [-72.9216637, 41.3134377]}",41.3134377,-72.9216637,SEOMatrix,15,$0,1
2353,5cd45d120c24ecd1b9ca2a99,software,2007,"{'type': 'Point', 'coordinates': [-111.8967224, 40.4273613]}",40.4273613,-111.8967224,Kynetx,13,$2M,1
2355,5cd45d120c24ecd1b9ca2a9b,web,2008,"{'type': 'Point', 'coordinates': [-121.481826, 38.517538]}",38.517538,-121.481826,Balsamiq,9,$0,1
2356,5cd45d120c24ecd1b9ca2a9c,mobile,2008,"{'type': 'Point', 'coordinates': [77.5384384, 12.9737322]}",12.9737322,77.5384384,Innoz,5,$0,1
2334,5cd45d120c24ecd1b9ca2a86,software,2005,"{'type': 'Point', 'coordinates': [-71.590103, 42.3389044]}",42.3389044,-71.590103,Collabor,60,$0,1
2330,5cd45d120c24ecd1b9ca2a82,web,2006,"{'type': 'Point', 'coordinates': [-122.4721542, 45.6667514]}",45.6667514,-122.4721542,AutoInq,3,$0,1
2300,5cd45d120c24ecd1b9ca2a64,consulting,2002,"{'type': 'Point', 'coordinates': [-81.991232, 26.600742]}",26.600742,-81.991232,BB Direct,12,$0,1
2329,5cd45d120c24ecd1b9ca2a81,enterprise,2008,"{'type': 'Point', 'coordinates': [-74.9822149, 44.6686534]}",44.6686534,-74.9822149,SpiceCSM,6,$1M,1
2301,5cd45d120c24ecd1b9ca2a65,software,2006,"{'type': 'Point', 'coordinates': [-75.815542, 45.538651]}",45.538651,-75.815542,OrcaTec,20,$0,1
2302,5cd45d120c24ecd1b9ca2a66,other,2007,"{'type': 'Point', 'coordinates': [-97.767524, 30.211761]}",30.211761,-97.767524,ContentRealtime,4,$50k,1
2304,5cd45d120c24ecd1b9ca2a68,mobile,2006,"{'type': 'Point', 'coordinates': [-0.5264469, 44.8804077]}",44.8804077,-0.5264469,Webwag,10,$0,1
2305,5cd45d120c24ecd1b9ca2a69,software,2006,"{'type': 'Point', 'coordinates': [80.174135, 13.0600605]}",13.0600605,80.174135,Gtm infotech,10,$0,1
2307,5cd45d120c24ecd1b9ca2a6b,ecommerce,2008,"{'type': 'Point', 'coordinates': [-104.900722, 39.766292]}",39.766292,-104.900722,Mondo Food,2,$0,1
2311,5cd45d120c24ecd1b9ca2a6f,education,2009,"{'type': 'Point', 'coordinates': [-89.39256, 43.068006]}",43.068006,-89.39256,StudyBlue,18,$18.5M,1
2312,5cd45d120c24ecd1b9ca2a70,games_video,2007,"{'type': 'Point', 'coordinates': [-87.66299, 41.907542]}",41.907542,-87.66299,Plugola,2,$0,1
