,city,country_code,latitude,longitude,name,geopoint,geoquery,category_code,founded_year,founded_year_bins,number_of_employees,number_of_employees_bins,segment,type
4644,Sudbury,USA,42.353668,-71.3929769,Red Javelin Communications,"[-71.3929769, 42.353668]","{'type': 'Point', 'coordinates': [-71.3929769, 42.353668]}",public_relations,2001,q1,10,q3,others,small company
4645,San Francisco,USA,37.800482,-122.402922,One Simple Move,"[-122.402922, 37.800482]","{'type': 'Point', 'coordinates': [-122.402922, 37.800482]}",web,2008,q3,4,q2,tech,small company
4646,Des Moines,USA,41.581232,-93.621998,BitMethod,"[-93.621998, 41.581232]","{'type': 'Point', 'coordinates': [-93.621998, 41.581232]}",mobile,2009,q4,6,q2,tech,startup
4647,Philadelphia,USA,39.951639,-75.163808,ZIPQODE,"[-75.163808, 39.951639]","{'type': 'Point', 'coordinates': [-75.163808, 39.951639]}",web,2009,q4,1,,tech,startup
4648,Chicago,USA,41.9174637,-87.6664837,Eventric,"[-87.6664837, 41.9174637]","{'type': 'Point', 'coordinates': [-87.6664837, 41.9174637]}",software,2009,q4,10,q3,tech,startup
4649,Manly,AUS,-33.797144,151.28804,Global Surfari,"[151.28804, -33.797144]","{'type': 'Point', 'coordinates': [151.28804, -33.797144]}",web,2005,q2,1,,tech,small company
4650,Ringgold,USA,34.9790168,-85.0957662,Virtuosant Technology,"[-85.0957662, 34.9790168]","{'type': 'Point', 'coordinates': [-85.0957662, 34.9790168]}",software,2007,q2,15,q3,tech,small company
4651,London,GBR,51.515129,-0.1297711,Adeye Mobile,"[-0.1297711, 51.515129]","{'type': 'Point', 'coordinates': [-0.1297711, 51.515129]}",advertising,2007,q2,8,q2,others,small company
4652,Lisbon,PRT,38.7336763,-9.1461043,Flexi Solutions,"[-9.1461043, 38.7336763]","{'type': 'Point', 'coordinates': [-9.1461043, 38.7336763]}",consulting,2007,q2,11,q3,others,small company
4653,Plano,USA,33.0382884,-96.8300836,Innovative Spinal Technologies,"[-96.8300836, 33.0382884]","{'type': 'Point', 'coordinates': [-96.8300836, 33.0382884]}",biotech,2002,q1,23,q3,others,small company
4654,"Mansfield, MA",USA,42.030266,-71.2392,Innovative Spinal Technologies,"[-71.2392, 42.030266]","{'type': 'Point', 'coordinates': [-71.2392, 42.030266]}",biotech,2002,q1,23,q3,others,small company
4655,Alameda,USA,37.723803,-122.240937,Singulex,"[-122.240937, 37.723803]","{'type': 'Point', 'coordinates': [-122.240937, 37.723803]}",biotech,2003,q1,25,q3,others,small company
4656,London,GBR,51.5209358,-0.1424094,Tribold,"[-0.1424094, 51.5209358]","{'type': 'Point', 'coordinates': [-0.1424094, 51.5209358]}",software,2003,q1,106,q4,tech,mid company
4657,London,GBR,51.5220763,-0.1153003,Padz,"[-0.1153003, 51.5220763]","{'type': 'Point', 'coordinates': [-0.1153003, 51.5220763]}",search,2008,q3,5,q2,tech,small company
4658,Boulder,USA,40.020421,-105.236011,MD-IT,"[-105.236011, 40.020421]","{'type': 'Point', 'coordinates': [-105.236011, 40.020421]}",software,2000,q1,1000,q4,tech,big company
4659,Irvine,USA,33.6333479,-117.7327363,Water Health International,"[-117.7327363, 33.6333479]","{'type': 'Point', 'coordinates': [-117.7327363, 33.6333479]}",other,1995,q1,500,q4,others,big company
4660,Chicago,USA,41.8464166,-87.6679765,Dosensio,"[-87.6679765, 41.8464166]","{'type': 'Point', 'coordinates': [-87.6679765, 41.8464166]}",enterprise,2008,q3,7,q2,others,small company
4661,Lone Tree,USA,37.9243593,-122.0236032,SolaRover,"[-122.0236032, 37.9243593]","{'type': 'Point', 'coordinates': [-122.0236032, 37.9243593]}",cleantech,2008,q3,140,q4,others,mid company
4662,Cambridge,USA,42.357489,-71.055591,Above the Fold,"[-71.055591, 42.357489]","{'type': 'Point', 'coordinates': [-71.055591, 42.357489]}",other,2004,q1,6,q2,others,small company
4663,New York,USA,40.7489381,-73.9918181,Strategist News,"[-73.9918181, 40.7489381]","{'type': 'Point', 'coordinates': [-73.9918181, 40.7489381]}",web,2009,q4,4,q2,tech,startup
4664,Buenos Aires,ARG,-34.611781,-58.417309,Voon,"[-58.417309, -34.611781]","{'type': 'Point', 'coordinates': [-58.417309, -34.611781]}",software,2004,q1,4,q2,tech,small company
4665,Bitterfeld-Wolfen,DEU,51.6566312,12.2568041,Organica Feinchemie GmbH Wolfen,"[12.2568041, 51.6566312]","{'type': 'Point', 'coordinates': [12.2568041, 51.6566312]}",other,1995,q1,70,q4,others,mid company
4666,Gainesville,USA,37.419233,-122.078629,SumTotal Systems,"[-122.078629, 37.419233]","{'type': 'Point', 'coordinates': [-122.078629, 37.419233]}",enterprise,1984,q1,1000,q4,others,big company
4667,London,GBR,51.5246619,-0.0830772,Tug,"[-0.0830772, 51.5246619]","{'type': 'Point', 'coordinates': [-0.0830772, 51.5246619]}",search,2006,q2,25,q3,tech,small company
4668,New York,USA,40.756054,-73.986951,Primospot,"[-73.986951, 40.756054]","{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",other,2007,q2,6,q2,others,small company
4669,London,GBR,51.6104102,-0.1937731,En-Twyn,"[-0.1937731, 51.6104102]","{'type': 'Point', 'coordinates': [-0.1937731, 51.6104102]}",network_hosting,2004,q1,4,q2,others,small company
4670,New York,USA,40.746514,-73.993035,Ramp Up Tech,"[-73.993035, 40.746514]","{'type': 'Point', 'coordinates': [-73.993035, 40.746514]}",consulting,2005,q2,25,q3,others,small company
4671,Minneapolis,USA,44.9851554,-93.2709923,C3 SoftWorks,"[-93.2709923, 44.9851554]","{'type': 'Point', 'coordinates': [-93.2709923, 44.9851554]}",software,2006,q2,8,q2,tech,small company
4672,Toronto,CAN,43.707147,-79.3963858,Cybernomics,"[-79.3963858, 43.707147]","{'type': 'Point', 'coordinates': [-79.3963858, 43.707147]}",consulting,1993,q1,25,q3,others,small company
4673,New York,USA,40.7254129,-74.0045549,Logicworks,"[-74.0045549, 40.7254129]","{'type': 'Point', 'coordinates': [-74.0045549, 40.7254129]}",network_hosting,1993,q1,75,q4,others,mid company
4674,Accra,GHA,5.555717,-0.196306,DreamOval,"[-0.196306, 5.555717]","{'type': 'Point', 'coordinates': [-0.196306, 5.555717]}",software,2007,q2,9,q3,tech,small company
4675,Lancaster,USA,40.045238,-76.362583,ProspectMX,"[-76.362583, 40.045238]","{'type': 'Point', 'coordinates': [-76.362583, 40.045238]}",advertising,2007,q2,11,q3,others,small company
4676,Harrogate,GBR,53.990615,-1.5391117,GCDUK Search,"[-1.5391117, 53.990615]","{'type': 'Point', 'coordinates': [-1.5391117, 53.990615]}",consulting,2005,q2,2,q1,others,small company
4677,Cambridge,GBR,52.2025441,0.1312368,TextMagic,"[0.1312368, 52.2025441]","{'type': 'Point', 'coordinates': [0.1312368, 52.2025441]}",mobile,2001,q1,6,q2,tech,small company
4678,New York,USA,40.714279,-73.9565551,Disrupto,"[-73.9565551, 40.714279]","{'type': 'Point', 'coordinates': [-73.9565551, 40.714279]}",web,2008,q3,7,q2,tech,small company
4679,Austin,USA,30.281388,-97.809669,Promo Resources,"[-97.809669, 30.281388]","{'type': 'Point', 'coordinates': [-97.809669, 30.281388]}",advertising,2003,q1,5,q2,others,small company
4680,Seoul,KOR,37.56862,127.0263662,FLYPEANUT Studio,"[127.0263662, 37.56862]","{'type': 'Point', 'coordinates': [127.0263662, 37.56862]}",web,2007,q2,7,q2,tech,small company
4681,Bandung,IDN,-6.903247,107.69033,ActiveBox,"[107.69033, -6.903247]","{'type': 'Point', 'coordinates': [107.69033, -6.903247]}",other,2008,q3,12,q3,others,small company
4682,London,GBR,51.5147349,-0.0874239,Greenvoice,"[-0.0874239, 51.5147349]","{'type': 'Point', 'coordinates': [-0.0874239, 51.5147349]}",web,2007,q2,3,q1,tech,small company
4683,Tampa,USA,28.1280294,-82.3783681,e Win Win,"[-82.3783681, 28.1280294]","{'type': 'Point', 'coordinates': [-82.3783681, 28.1280294]}",ecommerce,1999,q1,5,q2,others,small company
4684,Cambridge,USA,42.375392,-71.118487,ExpanDrive,"[-71.118487, 42.375392]","{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}",software,2004,q1,5,q2,tech,small company
4685,London,GBR,51.8205815,0.0118608,ipadio,"[0.0118608, 51.8205815]","{'type': 'Point', 'coordinates': [0.0118608, 51.8205815]}",messaging,2009,q4,15,q3,others,startup
4686,London,GBR,51.5001524,-0.1262362,AgreeYourFee,"[-0.1262362, 51.5001524]","{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}",advertising,2009,q4,4,q2,others,startup
4687,Dallas,USA,32.781078,-96.797111,Mohawk Interactive,"[-96.797111, 32.781078]","{'type': 'Point', 'coordinates': [-96.797111, 32.781078]}",other,2009,q4,1,,others,startup
4688,San Diego,USA,32.994888,-117.082032,Anacomp,"[-117.082032, 32.994888]","{'type': 'Point', 'coordinates': [-117.082032, 32.994888]}",enterprise,1968,q1,600,q4,others,big company
4689,Liberty Lake,USA,47.674933,-117.091093,Itron,"[-117.091093, 47.674933]","{'type': 'Point', 'coordinates': [-117.091093, 47.674933]}",cleantech,1977,q1,8500,q4,others,big company
4690,London,GBR,51.5793731,-0.1162418,GetItWithMe,"[-0.1162418, 51.5793731]","{'type': 'Point', 'coordinates': [-0.1162418, 51.5793731]}",web,2007,q2,5,q2,tech,small company
4691,Austin,USA,30.43385,-97.739316,HomePros,"[-97.739316, 30.43385]","{'type': 'Point', 'coordinates': [-97.739316, 30.43385]}",software,2008,q3,15,q3,tech,small company
4692,Falls Church,USA,38.8712205,-77.217416,General Dynamics,"[-77.217416, 38.8712205]","{'type': 'Point', 'coordinates': [-77.217416, 38.8712205]}",transportation,1952,q1,92900,q4,others,big company
4693,Fort Collins,USA,40.5932386,-105.0766501,Solix Biofuels,"[-105.0766501, 40.5932386]","{'type': 'Point', 'coordinates': [-105.0766501, 40.5932386]}",cleantech,2009,q4,50,q4,others,mid company
4694,Brussels,BEL,50.8263475,4.348295,ExtraFootie,"[4.348295, 50.8263475]","{'type': 'Point', 'coordinates': [4.348295, 50.8263475]}",web,2007,q2,8,q2,tech,small company
4695,Paris,FRA,48.8566667,2.3509871,Ykone,"[2.3509871, 48.8566667]","{'type': 'Point', 'coordinates': [2.3509871, 48.8566667]}",web,2009,q4,10,q3,tech,startup
4696,Castle Rock,USA,39.37436,-104.859929,Shades Shutters Blinds,"[-104.859929, 39.37436]","{'type': 'Point', 'coordinates': [-104.859929, 39.37436]}",enterprise,1999,q1,5,q2,others,small company
4697,Oldenburg,DEU,53.14967,8.200653,youserbase,"[8.200653, 53.14967]","{'type': 'Point', 'coordinates': [8.200653, 53.14967]}",network_hosting,2009,q4,2,q1,others,startup
4698,Berlin,DEU,52.4947266,13.398504,Moviepilot,"[13.398504, 52.4947266]","{'type': 'Point', 'coordinates': [13.398504, 52.4947266]}",web,2007,q2,43,q4,tech,mid company
4699,Los Angeles,USA,34.0522342,-118.2436849,Moviepilot,"[-118.2436849, 34.0522342]","{'type': 'Point', 'coordinates': [-118.2436849, 34.0522342]}",web,2007,q2,43,q4,tech,mid company
4700,Baton Rouge,USA,30.46788,-91.129604,Lime Kiln Camera,"[-91.129604, 30.46788]","{'type': 'Point', 'coordinates': [-91.129604, 30.46788]}",other,2001,q1,20,q3,others,small company
4701,Durham,USA,35.996497,-78.903729,Spreedly,"[-78.903729, 35.996497]","{'type': 'Point', 'coordinates': [-78.903729, 35.996497]}",enterprise,2007,q2,4,q2,others,small company
4702,Seattle,USA,47.598657,-122.334614,Optimum Energy,"[-122.334614, 47.598657]","{'type': 'Point', 'coordinates': [-122.334614, 47.598657]}",cleantech,2005,q2,65,q4,others,mid company
4703,San Diego,USA,32.8386414,-117.098216,Optimum Energy,"[-117.098216, 32.8386414]","{'type': 'Point', 'coordinates': [-117.098216, 32.8386414]}",cleantech,2005,q2,65,q4,others,mid company
4704,New York,USA,40.7518919,-73.9875922,Optimum Energy,"[-73.9875922, 40.7518919]","{'type': 'Point', 'coordinates': [-73.9875922, 40.7518919]}",cleantech,2005,q2,65,q4,others,mid company
4705,Laguna Beach,USA,33.5341548,-117.7769669,ResuWe,"[-117.7769669, 33.5341548]","{'type': 'Point', 'coordinates': [-117.7769669, 33.5341548]}",software,2009,q4,5,q2,tech,startup
4706,Columbia,USA,34.002737,-81.018312,Startlike,"[-81.018312, 34.002737]","{'type': 'Point', 'coordinates': [-81.018312, 34.002737]}",web,2009,q4,8,q2,tech,startup
4707,Melbourne,USA,28.2265028,-80.678264,Max Q Designs,"[-80.678264, 28.2265028]","{'type': 'Point', 'coordinates': [-80.678264, 28.2265028]}",ecommerce,2004,q1,14,q3,others,small company
4708,San Diego,USA,32.801402,-117.236558,Fresh Echo Interactive,"[-117.236558, 32.801402]","{'type': 'Point', 'coordinates': [-117.236558, 32.801402]}",consulting,2001,q1,11,q3,others,small company
4709,Amsterdam,NLD,52.3965603,4.8516964,Avantium Technologies,"[4.8516964, 52.3965603]","{'type': 'Point', 'coordinates': [4.8516964, 52.3965603]}",cleantech,2000,q1,200,q4,others,mid company
4710,London,GBR,51.55738,-0.27548,Rabbit Technologies,"[-0.27548, 51.55738]","{'type': 'Point', 'coordinates': [-0.27548, 51.55738]}",software,2007,q2,10,q3,tech,small company
4711,Ham,BEL,51.0966039,5.1730329,Recreax,"[5.1730329, 51.0966039]","{'type': 'Point', 'coordinates': [5.1730329, 51.0966039]}",other,2009,q4,3,q1,others,startup
4712,Decatur,USA,33.7749,-84.2965,Brite Green Janitorial Services,"[-84.2965, 33.7749]","{'type': 'Point', 'coordinates': [-84.2965, 33.7749]}",other,2008,q3,3,q1,others,small company
4713,Paris,FRA,48.8787606,2.3639174,BetKlub,"[2.3639174, 48.8787606]","{'type': 'Point', 'coordinates': [2.3639174, 48.8787606]}",games_video,2008,q3,3,q1,gaming,small company
4714,Oxford,GBR,51.7300998,-1.2219376,Posh Eyes,"[-1.2219376, 51.7300998]","{'type': 'Point', 'coordinates': [-1.2219376, 51.7300998]}",ecommerce,2002,q1,3,q1,others,small company
4715,London,GBR,51.5215279,-0.1038219,Enternships,"[-0.1038219, 51.5215279]","{'type': 'Point', 'coordinates': [-0.1038219, 51.5215279]}",web,2009,q4,15,q3,tech,startup
4716,Paris,FRA,48.8566667,2.3509871,B32TRUST,"[2.3509871, 48.8566667]","{'type': 'Point', 'coordinates': [2.3509871, 48.8566667]}",software,2008,q3,10,q3,tech,small company
4717,Amsterdam,NLD,52.3735592,4.8852747,Kimengi,"[4.8852747, 52.3735592]","{'type': 'Point', 'coordinates': [4.8852747, 52.3735592]}",web,2008,q3,5,q2,tech,small company
4718,Portland,USA,45.5265721,-122.6802223,StepChange Group,"[-122.6802223, 45.5265721]","{'type': 'Point', 'coordinates': [-122.6802223, 45.5265721]}",advertising,2007,q2,10,q3,others,small company
4719,Bozeman,USA,45.6686485,-111.0662396,LigoCyte Pharmaceuticals,"[-111.0662396, 45.6686485]","{'type': 'Point', 'coordinates': [-111.0662396, 45.6686485]}",biotech,1998,q1,45,q4,others,mid company
4720,Palo Alto,USA,37.431409,-122.10649,Anacor Pharmaceutical,"[-122.10649, 37.431409]","{'type': 'Point', 'coordinates': [-122.10649, 37.431409]}",biotech,2000,q1,31,q4,others,mid company
4721,Paris,FRA,48.8659957,2.351824,Baobaz,"[2.351824, 48.8659957]","{'type': 'Point', 'coordinates': [2.351824, 48.8659957]}",advertising,2000,q1,60,q4,others,mid company
4722,London,GBR,51.5001524,-0.1262362,oneDrum,"[-0.1262362, 51.5001524]","{'type': 'Point', 'coordinates': [-0.1262362, 51.5001524]}",enterprise,2008,q3,5,q2,others,small company
4723,Stirling,GBR,56.1194238,-3.935882,oneDrum,"[-3.935882, 56.1194238]","{'type': 'Point', 'coordinates': [-3.935882, 56.1194238]}",enterprise,2008,q3,5,q2,others,small company
4724,San Francisco,USA,37.767575,-122.411157,UTOPY,"[-122.411157, 37.767575]","{'type': 'Point', 'coordinates': [-122.411157, 37.767575]}",software,1999,q1,40,q4,tech,mid company
4725,Berlin,DEU,52.5325472,13.4089986,Idealo,"[13.4089986, 52.5325472]","{'type': 'Point', 'coordinates': [13.4089986, 52.5325472]}",ecommerce,2001,q1,200,q4,others,mid company
4726,LÃ¼neburg,DEU,53.2615543,10.4183586,Comparado,"[10.4183586, 53.2615543]","{'type': 'Point', 'coordinates': [10.4183586, 53.2615543]}",web,2004,q1,40,q4,tech,mid company
4727,Needham,USA,42.3058422,-71.229256,Information Card Foundation,"[-71.229256, 42.3058422]","{'type': 'Point', 'coordinates': [-71.229256, 42.3058422]}",security,2008,q3,1,,others,small company
4728,Edmonton,CAN,53.5411821,-113.4992431,Mailout Interactive,"[-113.4992431, 53.5411821]","{'type': 'Point', 'coordinates': [-113.4992431, 53.5411821]}",software,2001,q1,7,q2,tech,small company
4729,Cleveland,USA,41.701368,-81.165981,Joroto,"[-81.165981, 41.701368]","{'type': 'Point', 'coordinates': [-81.165981, 41.701368]}",web,2008,q3,3,q1,tech,small company
4730,Amsterdam,NLD,52.3657578,4.8928722,Layar,"[4.8928722, 52.3657578]","{'type': 'Point', 'coordinates': [4.8928722, 52.3657578]}",mobile,2009,q4,32,q4,tech,mid company
4731,Malmö,SWE,55.6057989,12.9950742,Kvittar,"[12.9950742, 55.6057989]","{'type': 'Point', 'coordinates': [12.9950742, 55.6057989]}",web,2009,q4,4,q2,tech,startup
4732,Celje,SVN,46.2347396,15.2591055,Multiso Multimedia Solutions,"[15.2591055, 46.2347396]","{'type': 'Point', 'coordinates': [15.2591055, 46.2347396]}",games_video,2008,q3,1,,gaming,small company
4733,Levallois-Perret,FRA,48.8988968,2.287772,NAVX,"[2.287772, 48.8988968]","{'type': 'Point', 'coordinates': [2.287772, 48.8988968]}",automotive,2005,q2,25,q3,others,small company
4734,Bucharest,ROM,44.4479237,26.097879,NAVX,"[26.097879, 44.4479237]","{'type': 'Point', 'coordinates': [26.097879, 44.4479237]}",automotive,2005,q2,25,q3,others,small company
4735,Singapore,SGP,1.3427648,103.8510535,Peekspy,"[103.8510535, 1.3427648]","{'type': 'Point', 'coordinates': [103.8510535, 1.3427648]}",web,2008,q3,5,q2,tech,small company
4736,London,GBR,51.4770982,-0.2867703,PicFog,"[-0.2867703, 51.4770982]","{'type': 'Point', 'coordinates': [-0.2867703, 51.4770982]}",search,2009,q4,1,,tech,startup
4737,Berlin,DEU,52.5279255,13.3813542,Webtrekk,"[13.3813542, 52.5279255]","{'type': 'Point', 'coordinates': [13.3813542, 52.5279255]}",advertising,2003,q1,25,q3,others,small company
4738,Den-Haag,NLD,52.0889889,4.3016891,OnlineMQ,"[4.3016891, 52.0889889]","{'type': 'Point', 'coordinates': [4.3016891, 52.0889889]}",software,2008,q3,5,q2,tech,small company
4739,Golden,USA,39.720088,-105.192312,Luca Technologies,"[-105.192312, 39.720088]","{'type': 'Point', 'coordinates': [-105.192312, 39.720088]}",biotech,2001,q1,72,q4,others,mid company
4740,Gillette,USA,44.2264,-105.604,Luca Technologies,"[-105.604, 44.2264]","{'type': 'Point', 'coordinates': [-105.604, 44.2264]}",biotech,2001,q1,72,q4,others,mid company
4741,Madrid,ESP,40.4226918,-3.6883074,Tagmore Solutions,"[-3.6883074, 40.4226918]","{'type': 'Point', 'coordinates': [-3.6883074, 40.4226918]}",mobile,2007,q2,15,q3,tech,small company
4742,Madrid,ESP,40.4244585,-3.6990948,Taxi Fares app,"[-3.6990948, 40.4244585]","{'type': 'Point', 'coordinates': [-3.6990948, 40.4244585]}",software,2009,q4,5,q2,tech,startup
4743,Redmond,USA,47.6614954,-122.0943198,MicroVision,"[-122.0943198, 47.6614954]","{'type': 'Point', 'coordinates': [-122.0943198, 47.6614954]}",hardware,1993,q1,110,q4,others,mid company
4744,Chennai,IND,13.1115592,80.226749,Steppy Frog Design Studio,"[80.226749, 13.1115592]","{'type': 'Point', 'coordinates': [80.226749, 13.1115592]}",ecommerce,2008,q3,50,q4,others,mid company
4745,ZÃ¼rich,CHE,47.376362,8.5142125,DSwiss,"[8.5142125, 47.376362]","{'type': 'Point', 'coordinates': [8.5142125, 47.376362]}",web,2008,q3,10,q3,tech,small company
4746,Boston,USA,42.35892,-71.05781,Glogster,"[-71.05781, 42.35892]","{'type': 'Point', 'coordinates': [-71.05781, 42.35892]}",web,2007,q2,35,q4,tech,mid company
4747,Prague,CZE,50.0878114,14.4204598,Glogster,"[14.4204598, 50.0878114]","{'type': 'Point', 'coordinates': [14.4204598, 50.0878114]}",web,2007,q2,35,q4,tech,mid company
4748,San Francisco,USA,37.781689,-122.391061,ZoomSystems,"[-122.391061, 37.781689]","{'type': 'Point', 'coordinates': [-122.391061, 37.781689]}",hardware,2002,q1,100,q4,others,mid company
4749,Burlington,USA,36.0934631,-79.4372853,LabCorp,"[-79.4372853, 36.0934631]","{'type': 'Point', 'coordinates': [-79.4372853, 36.0934631]}",biotech,1976,q1,28000,q4,others,big company
4750,South San Francisco,USA,37.645401,-122.394464,Catalyst Biosciences,"[-122.394464, 37.645401]","{'type': 'Point', 'coordinates': [-122.394464, 37.645401]}",biotech,2003,q1,50,q4,others,mid company
4751,Mountain View,USA,37.392392,-122.078727,Mint.com,"[-122.078727, 37.392392]","{'type': 'Point', 'coordinates': [-122.078727, 37.392392]}",finance,2006,q2,31,q4,others,mid company
4752,Capitol Heights,USA,38.881576,-76.850844,Fitness Perfection,"[-76.850844, 38.881576]","{'type': 'Point', 'coordinates': [-76.850844, 38.881576]}",other,2008,q3,1,,others,small company
4753,Manhattan Beach,USA,33.901344,-118.387462,Gross Domestic Product,"[-118.387462, 33.901344]","{'type': 'Point', 'coordinates': [-118.387462, 33.901344]}",other,2008,q3,4,q2,others,small company
4754,Amsterdam,NLD,52.3655578,4.9345824,Lipperhey,"[4.9345824, 52.3655578]","{'type': 'Point', 'coordinates': [4.9345824, 52.3655578]}",software,2009,q4,6,q2,tech,startup
4755,Karlskrona,SWE,56.1617201,15.5835706,City Network Hosting,"[15.5835706, 56.1617201]","{'type': 'Point', 'coordinates': [15.5835706, 56.1617201]}",network_hosting,2002,q1,11,q3,others,small company
4756,Las Vegas,USA,36.0122687,-115.4977708,iBizLog,"[-115.4977708, 36.0122687]","{'type': 'Point', 'coordinates': [-115.4977708, 36.0122687]}",ecommerce,2008,q3,5,q2,others,small company
4757,Ra’anana,ISR,32.1980455,34.8824253,Pontis,"[34.8824253, 32.1980455]","{'type': 'Point', 'coordinates': [34.8824253, 32.1980455]}",software,2004,q1,105,q4,tech,mid company
4758,Capital Federal,ARG,-34.5631882,-58.4541925,Pontis,"[-58.4541925, -34.5631882]","{'type': 'Point', 'coordinates': [-58.4541925, -34.5631882]}",software,2004,q1,105,q4,tech,mid company
4759,Dulles,USA,39.008438,-77.492934,Carpathia Hosting,"[-77.492934, 39.008438]","{'type': 'Point', 'coordinates': [-77.492934, 39.008438]}",network_hosting,2003,q1,75,q4,others,mid company
4760,Boulder,USA,40.017348,-105.2797978,Carpathia Hosting,"[-105.2797978, 40.017348]","{'type': 'Point', 'coordinates': [-105.2797978, 40.017348]}",network_hosting,2003,q1,75,q4,others,mid company
4761,Campbell,USA,37.2628816,-121.9602134,Exalt Communications,"[-121.9602134, 37.2628816]","{'type': 'Point', 'coordinates': [-121.9602134, 37.2628816]}",mobile,2004,q1,48,q4,tech,mid company
4762,London,GBR,51.5220763,-0.1153003,Keen Software House,"[-0.1153003, 51.5220763]","{'type': 'Point', 'coordinates': [-0.1153003, 51.5220763]}",games_video,2007,q2,5,q2,gaming,small company
4763,Houston,USA,29.7726138,-95.514493,Waveative,"[-95.514493, 29.7726138]","{'type': 'Point', 'coordinates': [-95.514493, 29.7726138]}",consulting,2008,q3,3,q1,others,small company
4764,Brooklyn,USA,40.675234,-73.971043,iNetGiant,"[-73.971043, 40.675234]","{'type': 'Point', 'coordinates': [-73.971043, 40.675234]}",web,2002,q1,6,q2,tech,small company
4765,Lafayette,USA,40.003146,-105.137715,ZOOMcatalog,"[-105.137715, 40.003146]","{'type': 'Point', 'coordinates': [-105.137715, 40.003146]}",advertising,2009,q4,7,q2,others,startup
4766,Phoenix,USA,33.448263,-112.073821,Authority SEO,"[-112.073821, 33.448263]","{'type': 'Point', 'coordinates': [-112.073821, 33.448263]}",consulting,2007,q2,5,q2,others,small company
4767,Houston,USA,29.717673,-95.459308,PostalMethods,"[-95.459308, 29.717673]","{'type': 'Point', 'coordinates': [-95.459308, 29.717673]}",public_relations,1996,q1,50,q4,others,mid company
4768,London,GBR,51.4940898,-0.143398,PostalMethods,"[-0.143398, 51.4940898]","{'type': 'Point', 'coordinates': [-0.143398, 51.4940898]}",public_relations,1996,q1,50,q4,others,mid company
4769,Woodland Hills,USA,34.168955,-118.575293,CrowdGather,"[-118.575293, 34.168955]","{'type': 'Point', 'coordinates': [-118.575293, 34.168955]}",web,2008,q3,9,q3,tech,small company
4770,Salzburg,AUT,47.8227,13.041788,Wikitude,"[13.041788, 47.8227]","{'type': 'Point', 'coordinates': [13.041788, 47.8227]}",mobile,2009,q4,20,q3,tech,startup
4771,New York,USA,40.754937,-73.985647,OpTier,"[-73.985647, 40.754937]","{'type': 'Point', 'coordinates': [-73.985647, 40.754937]}",analytics,2005,q2,150,q4,others,mid company
4772,New York,USA,40.732225,-74.009311,Taridium VoIP,"[-74.009311, 40.732225]","{'type': 'Point', 'coordinates': [-74.009311, 40.732225]}",public_relations,2006,q2,15,q3,others,small company
4773,Marinette,USA,45.0850398,-87.6329743,Midwest Data Systems,"[-87.6329743, 45.0850398]","{'type': 'Point', 'coordinates': [-87.6329743, 45.0850398]}",other,2009,q4,8,q2,others,startup
4774,Seattle,USA,47.5888393,-122.2901035,SEM Wisdom,"[-122.2901035, 47.5888393]","{'type': 'Point', 'coordinates': [-122.2901035, 47.5888393]}",search,2008,q3,3,q1,tech,small company
4775,Melbourne,AUS,-37.8133386,144.9708234,Instra Corporation,"[144.9708234, -37.8133386]","{'type': 'Point', 'coordinates': [144.9708234, -37.8133386]}",public_relations,1997,q1,55,q4,others,mid company
4776,Napier,NZL,-39.491733,176.916281,Instra Corporation,"[176.916281, -39.491733]","{'type': 'Point', 'coordinates': [176.916281, -39.491733]}",public_relations,1997,q1,55,q4,others,mid company
4777,Oceanside,USA,33.1832317,-117.3321424,Amrita Financial,"[-117.3321424, 33.1832317]","{'type': 'Point', 'coordinates': [-117.3321424, 33.1832317]}",web,2008,q3,8,q2,tech,small company
4778,Washington,USA,38.905504,-77.05681,Vortimer,"[-77.05681, 38.905504]","{'type': 'Point', 'coordinates': [-77.05681, 38.905504]}",web,2009,q4,2,q1,tech,startup
4779,Middleburg,USA,30.037994,-81.819905,Pragmatic Works,"[-81.819905, 30.037994]","{'type': 'Point', 'coordinates': [-81.819905, 30.037994]}",enterprise,2007,q2,65,q4,others,mid company
4780,San Francisco,USA,37.764169,-122.402021,Mondo Media,"[-122.402021, 37.764169]","{'type': 'Point', 'coordinates': [-122.402021, 37.764169]}",games_video,1983,q1,9,q3,gaming,small company
4781,Denville,USA,40.878656,-74.4800198,Video Game 911,"[-74.4800198, 40.878656]","{'type': 'Point', 'coordinates': [-74.4800198, 40.878656]}",games_video,2005,q2,7,q2,gaming,small company
4782,Delhi,IND,28.635308,77.22496,All India Guide,"[77.22496, 28.635308]","{'type': 'Point', 'coordinates': [77.22496, 28.635308]}",other,2003,q1,90,q4,others,mid company
4783,State College,USA,40.7872915,-77.8268382,Schoolwires,"[-77.8268382, 40.7872915]","{'type': 'Point', 'coordinates': [-77.8268382, 40.7872915]}",software,2000,q1,63,q4,tech,mid company
4784,Waltham,USA,42.3988661,-71.253781,Aveksa,"[-71.253781, 42.3988661]","{'type': 'Point', 'coordinates': [-71.253781, 42.3988661]}",software,2004,q1,46,q4,tech,mid company
