,Year,Country,Area,Injury,Fatal
2562,1987,USA,Florida,"Lacerations to toe, heel & ankle of right foot",N
2564,1987,SOUTH AFRICA,Eastern Cape Province,Puncture wounds to right hand,N
2565,1987,AUSTRALIA,Queensland,Right leg lacerated,N
2568,1986,SOUTH AFRICA,Western Cape Province,2 punctures in lower leg,N
2569,1986,SOUTH AFRICA,Western Cape Province,"FATAL, legs bitten ",Y
2570,1986,USA,Florida,Forearm bitten,N
2572,1986,USA,California,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",N
2573,1986,SOUTH AFRICA,Western Cape Province,"No injury, no attack, shark made threat displays",N
2575,1986,USA,Florida,5' gash in leg,N
2576,1986,USA,Florida,Laceration to dorsum of left foot,N
2577,1986,USA,Florida,Ankle bitten,N
2578,1986,SOUTH AFRICA,KwaZulu-Natal,Minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat PROVOKED INCIDENT,N
2579,1986,USA,Florida,Hip & thigh bitten,N
2580,1986,SOUTH AFRICA,KwaZulu-Natal,"No injury, ski bitten",N
2582,1986,USA,Florida,Laceration to right arm,N
2583,1986,USA,Florida,Human hand recovered from shark's stomach,N
2584,1986,USA,Florida,Survived,N
2585,1986,USA,Florida,Hand bitten,N
2586,1986,USA,North Carolina,Hand bitten,N
2587,1986,SOUTH AFRICA,Western Cape Province,"No injury, shark made threat display & impaled itself on spear ",N
2588,1986,AUSTRALIA,New South Wales,Survived,N
2590,1986,AUSTRALIA,Western Australia,"No injury to occupants. Shark bit motor, lifting stern a half-metre out of the water",N
2591,1986,USA,South Carolina,Back of left thigh bitten,N
2592,1986,SOUTH AFRICA,KwaZulu-Natal,Minor lacerations on left hand,N
2593,1986,AUSTRALIA,New South Wales,Survived,N
2595,1986,USA,Hawaii,Pieces of clothing & human flesh recovered by Fire Department divers who encountered a large shark,Y
2598,1986,SOUTH AFRICA,KwaZulu-Natal,Foot bitten,N
2599,1986,SOUTH AFRICA,Eastern Cape Province,"No injury, board struck by shark",N
2600,1986,SOUTH AFRICA,Eastern Cape Province,"No injury, board bitten",N
2601,1986,SOUTH AFRICA,Eastern Cape Province,"No injury, knocked off board",N
2602,1986,SOUTH AFRICA,Eastern Cape Province,Lower leg lacerated,N
2603,1986,SOUTH AFRICA,Western Cape Province,2 punctures in upper arm,N
2604,1986,AUSTRALIA,Victoria,"No injury, knocked into water & board bitten",N
2605,1986,USA,Florida,Puncture wounds to both feet,N
2606,1986,USA,California,"No injury, foot bumped",N
2607,1985,SOUTH AFRICA,KwaZulu-Natal,"Both surfers boards were bumped by sharks, Moolman sustained abrasions on his arm and leg",N
2608,1985,USA,North Carolina,Survived,N
2609,1985,AUSTRALIA,Queensland,Laceration to lower left leg by hooked shark PROVOKED INCIDENT,N
2610,1985,USA,California,2 semi-circular bites on aft starboard tube of boat,N
2611,1985,USA,California,Forearm bitten by hooked shark PROVOKED INCIDENT,N
2612,1985,SOUTH AFRICA,Eastern Cape Province,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",N
2613,1985,USA,California,Minor injury to foot & ankle,N
2614,1985,USA,Hawaii,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark",N
2615,1985,USA,Hawaii,Left arm lacerated,N
2616,1985,USA,Alabama,Laceration to leg by hooked shark  PROVOKED INCIDENT,N
2617,1985,USA,California,"Hip bumped by shark, no Injury",N
2618,1985,SOUTH AFRICA,KwaZulu-Natal,Probable drowning / scavenging,Y
2619,1985,USA,Florida,Laceration and 4 puncture wounds to left hand,N
2620,1985,USA,Florida,Found to be a hoax,N
2621,1985,USA,South Carolina,Right calf bitten & less serious injury to left foot,N
2622,1985,USA,Florida,"3"" wound on thigh",N
2623,1985,USA,Florida,Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark ,Y
2624,1985,USA,Florida,Right calf bitten,N
2625,1985,USA,Florida,Hand bitten,N
2626,1985,USA,California,"No injury to occupant, shark rammed boat catapulting it out of the water",N
2627,1985,USA,South Carolina,2/3rd of left calf removed,N
2629,1985,USA,California,Leg injured,N
2630,1985,SOUTH AFRICA,KwaZulu-Natal,"After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT",N
2631,1985,USA,Florida,Hand bitten,N
2632,1985,AUSTRALIA,South Australia,FATAL,Y
2633,1985,USA,California,Bruised,N
2634,1985,USA,Florida,Right foot bitten,N
2635,1985,SOUTH AFRICA,Western Cape Province,"Right knee, calf and ankle lacerated",N
2636,1985,SOUTH AFRICA,KwaZulu-Natal,Probable drowning / scavenging,Y
2637,1985,SOUTH AFRICA,KwaZulu-Natal,Thigh & calf bitten,N
2639,1985,SOUTH AFRICA,Western Cape Province,Minor injury to torso,N
2641,1985,SOUTH AFRICA,KwaZulu-Natal,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,N
2645,1984,AUSTRALIA,Queensland,FATAL,Y
2646,1984,USA,Florida,Left foot bitten,N
2647,1984,USA,Florida,"Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT",N
2648,1984,USA,Florida,"Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning",Y
2649,1984,USA,Florida,"9"" laceration to right forearm ",N
2650,1984,USA,Florida,"10"" laceration on leg",N
2651,1984,USA,Florida,Left calf bitten,N
2652,1984,USA,Oregon,"Abrasion on right foot, board bitten",N
2653,1984,USA,California,Legs & buttocks bitten,N
2654,1984,USA,Florida,Right foot bitten,N
2655,1984,USA,Florida,Left foot lacerated,N
2656,1984,USA,Florida,Foot bitten,N
2658,1984,USA,California,Arm bitten,N
2659,1984,USA,California,FATAL,Y
2661,1984,USA,Florida,Death was due to drowning; body scavenged by a shark,Y
2663,1984,USA,Texas,Lacerations on right foot,N
2664,1984,USA,Texas,Legs severely lacerated,N
2665,1984,SOUTH AFRICA,Western Cape Province,"FATAL, but shark involvement prior to death could not be determined",Y
2666,1984,USA,Florida,Leg abraded,N
2667,1984,SOUTH AFRICA,KwaZulu-Natal,"No injury, shark hit swim fin",N
2668,1984,SOUTH AFRICA,Western Cape Province,"No injury, board bitten",N
2669,1984,USA,Hawaii,Foot bitten,N
2671,1984,SOUTH AFRICA,Western Cape Province,Swim fin bitten,N
2673,1984,SOUTH AFRICA,KwaZulu-Natal,"No injury, 8 pressure dings in surboard",N
2674,1984,SOUTH AFRICA,Eastern Cape Province,"No injury to occupant, shark seized oar and disappeared with it.",N
2676,1984,SOUTH AFRICA,Eastern Cape Province,Leg lacerated by hooked shark PROVOKED INCIDENT,N
2677,1984,SOUTH AFRICA,KwaZulu-Natal,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,N
2678,1984,SOUTH AFRICA,Eastern Cape Province,"Human remains recovered, evidence of scavenging by shark/s",Y
2679,1984,AUSTRALIA,Queensland,Hand bitten,N
2680,1984,SOUTH AFRICA,Eastern Cape Province,Foot bitten,N
2681,1984,SOUTH AFRICA,KwaZulu-Natal,Remains recovered 1-4-1984 showed evidence of defense wounds,Y
2682,1984,USA,California,Head mouthed by captive shark PROVOKED INCIDENT,N
2683,1984,USA,Florida,Right foot bitten,N
2685,1983,USA,Florida,Left foot & thigh bitten,N
2686,1983,AUSTRALIA,South Australia,Fingers bitten,N
2687,1983,SOUTH AFRICA,Eastern Cape Province,"Left calf, ankle & foot lacerated",N
2688,1983,SOUTH AFRICA,Eastern Cape Province,Shin lacerated,N
2689,1983,SOUTH AFRICA,KwaZulu-Natal,"Two feet found in shark, postmortem scavenging",N
2691,1983,USA,Florida,Laceration to left foot,N
2692,1983,SOUTH AFRICA,KwaZulu-Natal,Probable drowning and scavenging,Y
2693,1983,USA,Florida,Puncture marks in leg & surfboard dinged,N
2694,1983,USA,Florida,Lacerations to left ankle,N
2695,1983,USA,Florida,Abrasions to leg,N
2696,1983,USA,Oregon,"No injury, board bitten",N
2697,1983,SOUTH AFRICA,Western Cape Province,Inner thighs lacerated,N
2698,1983,USA,Virginia,Foot bitten,N
2699,1983,USA,Florida,Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,N
2700,1983,USA,Florida,Right leg severely bitten,N
2701,1983,USA,Rhode Island,No injury to occupants,N
2702,1983,AUSTRALIA,Queensland,"FATAL, shark seized her by the chest and took her underwater ",Y
2703,1983,AUSTRALIA,Queensland,"FATAL, shark bit leg, then dragged him underwater ",Y
2704,1983,AUSTRALIA,Queensland,"Left knee bitten, but survived",N
2705,1983,SOUTH AFRICA,Eastern Cape Province,Left arm injured by shark's tail as it swam beneath his board,N
2706,1983,USA,Florida,Left ankle nipped (3 punctures wounds),N
2708,1983,USA,Florida,"No injury, shark bit air mattress, deflating it",N
2709,1983,USA,Florida,Left foot bitten,N
2711,1983,USA,Florida,Left foot lacerated,N
2715,1983,USA,Florida,"Left calf, knee & hands lacerated",N
2716,1983,USA,Florida,"Knocked off board by shark, no injury",N
2717,1983,USA,Florida,Right foot bitten,N
2719,1983,SOUTH AFRICA,Eastern Cape Province,Puncture wounds to foot,N
2720,1983,USA,Florida,Left foot bitten,N
2721,1983,SOUTH AFRICA,KwaZulu-Natal,Survived,N
2722,1983,SOUTH AFRICA,KwaZulu-Natal,Right calf lacerated,N
2723,1983,SOUTH AFRICA,Eastern Cape Province,"No injury, board bitten",N
2724,1983,USA,Florida,"Shark nudged board, no injury",N
2726,1983,SOUTH AFRICA,KwaZulu-Natal,Puncture wounds to buttocks,N
2727,1983,USA,South Carolina,Leg bitten by captive shark PROVOKED INCIDENT,N
2728,1983,SOUTH AFRICA,KwaZulu-Natal,FATAL,Y
2729,1983,SOUTH AFRICA,Western Cape Province,Left foot lacerated,N
2730,1983,SOUTH AFRICA,Western Cape Province,"No injury, rammed by shark",N
2733,1983,USA,North & South Carolina,Bitten on their feet by landed sharks / lacerations only PROVOKED INCIDENTS,N
2734,1982,USA,South Carolina,Arm bitten,N
2735,1982,USA,Florida,Left foot lacerated,N
2736,1982,SOUTH AFRICA,Eastern Cape Province,"No injury, pressure ding on surfboard",N
2737,1982,SOUTH AFRICA,Eastern Cape Province,"No Injury, surfboard bitten",N
2738,1982,USA,Florida,Laceration to lower left leg,N
2739,1982,USA,California,Lacerations to hand,N
2740,1982,USA,California,Upper left thigh & buttocks bitten,N
2741,1982,USA,Florida,"Remains recovered from shark, but shark involvement prior to death unknown",Y
2743,1982,USA,California,"No Injury, board bitten",N
2744,1982,SOUTH AFRICA,Western Cape Province,"Left knee, lower leg & foot bitten",N
2746,1982,SOUTH AFRICA,KwaZulu-Natal,"No injury, swim fin bitten",N
2747,1982,SOUTH AFRICA,Eastern Cape Province,"No injury, ski bitten",N
2748,1982,USA,California,"No Injury, board bitten",N
2749,1982,USA,Florida,Left ankle bitten,N
2750,1982,USA,California,Laceration to left thigh,N
2751,1982,USA,Florida,Laceration to left leg,N
2753,1982,SOUTH AFRICA,Eastern Cape Province,FATAL,Y
2754,1982,USA,South Carolina,Left arm bitten,N
2756,1982,USA,Florida,Foot bitten,N
2757,1982,USA,Hawaii,Thigh bitten 3 times,N
2758,1982,USA,South Carolina,Human remains recovered,Y
2759,1982,USA,Florida,Elbow bitten,N
2760,1982,AUSTRALIA,New South Wales,Legs bitten  FATAL,Y
2762,1982,AUSTRALIA,Tasmania,"FATAL, body not recovered",Y
2763,1982,USA,Florida,Lacerations to left hand and forearm,N
2764,1982,SOUTH AFRICA,Western Cape Province,Leg bitten above ankle by hooked shark taken aboard skiboat PROVOKED INCIDENT,N
2765,1982,USA,Hawaii,Left leg bitten,N
2766,1982,USA,Hawaii,Right foot bitten,N
2767,1982,USA,Florida,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,Y
2768,1982,USA,California,Calf & ankle bitten,N
2769,1982,USA,Florida,"FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth",Y
2770,1982,SOUTH AFRICA,Eastern Cape Province,Right shin & toe lacerated,N
2774,1981,USA,California,"FATAL, torso bitten ",Y
2775,1981,AUSTRALIA,Queensland,Abdomen lacerated,N
2776,1981,USA,Hawaii,Right leg severely bitten,N
2778,1981,SOUTH AFRICA,Western Cape Province,Hand lacerated  PROVOKED INCIDENT,N
2779,1981,USA,Hawaii,Hand bitten,N
2780,1981,USA,Florida,Hand & forearm bitten,N
2782,1981,USA,Florida,Puncture wounds to left foot,N
2783,1981,USA,Florida,Laceration to right leg,N
2784,1981,USA,Florida,5 puncture marks to hip,N
2785,1981,USA,Florida,Lacerations to right hand,N
2786,1981,USA,Florida,"FATAL, right calf bitten  ",Y
2787,1981,USA,Florida,Lacerations to 2 fingers of left hand,N
2788,1981,USA,Florida,Laceration to foot,N
2789,1981,USA,Florida,Laceration to left ankle,N
2790,1981,USA,Florida,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",N
2791,1981,USA,Hawaii,Disappeared while fishing from shore. Leg found 7 days later wedged in rocks 150 yards offshore,Y
2792,1981,USA,Florida,Bite to face,N
2793,1981,USA,Florida,FATAL,Y
2795,1981,USA,Florida,"Foot bitten between arch & big toe, no stitches required",N
2796,1981,SOUTH AFRICA,Eastern Cape Province,7 lacerations to right foot,N
2797,1981,USA,Florida,Left foot & ankle lacerated,N
2798,1981,SOUTH AFRICA,KwaZulu-Natal,Laceration to calf,N
2800,1981,USA,Hawaii,"Probable drowning, 1/3 of shark-multilated body recovered",Y
2801,1981,USA,Hawaii,"FATAL, disappeared, dive gear & shredded tooth-marked wetsuit were recovered",Y
2803,1981,SOUTH AFRICA,Eastern Cape Province,"Shark & board collided. No injury, but board was dented",N
2804,1981,USA,Florida,Massive tissue damage of left arm,N
2805,1981,USA,Florida,Left arm bitten,N
2806,1981,SOUTH AFRICA,Eastern Cape Province,"No Injury, board bitten",N
2809,1981,SOUTH AFRICA,Eastern Cape Province,"Left leg bitten, surgically amputated",N
2810,1981,USA,Florida,"Lacerations on calf, ankle & heel",N
2811,1981,USA,Florida,Puncture wounds on  right thigh,N
2814,1981,SOUTH AFRICA,KwaZulu-Natal,Foot lacerated,N
2815,1981,AUSTRALIA,Western Australia,Puncture wounds to foot,N
2817,1981,USA,Florida,Lacerations & punctures in left calf & ankle,N
2819,1981,USA,Florida,3 small punctures in scalp & ripped nostril,N
2820,1981,SOUTH AFRICA,KwaZulu-Natal,Probable drowning & scavenging,Y
2821,1981,AUSTRALIA,New South Wales,"No injury, ski bitten",N
2823,1980,SOUTH AFRICA,Eastern Cape Province,"No injury, paddleski bitten",N
2824,1980,SOUTH AFRICA,Eastern Cape Province,Probable drowning & scavenging,Y
2826,1980,AUSTRALIA,Western Australia,"Right shoulder bitten, puncture wounds on chest & lacerations on his back",N
2827,1980,SOUTH AFRICA,KwaZulu-Natal,Probable  drowning & scavenging,Y
2829,1980,USA,Oregon,Thigh lacerated,N
2830,1980,USA,California,No injury,N
2832,1980,USA,North Carolina,Bitten behind knee & lower leg,N
2833,1980,USA,Hawaii,Torso bitten,N
2835,1980,USA,New Jersey,Back bitten,N
2836,1980,USA,Delaware,"No injury, shark bit her bathing suit",N
2837,1980,USA,North Carolina,"No injury, bumped off board",N
2838,1980,USA,Florida,Lower leg bitten,N
2839,1980,USA,California,Laceration to lower leg   PROVOKED INCIDENT,N
2840,1980,SOUTH AFRICA,Eastern Cape Province,"No injury, board bitten",N
2844,1980,SOUTH AFRICA,KwaZulu-Natal,FATAL,Y
2847,1980,SOUTH AFRICA,Western Cape Province,Leg lacerated by netted shark PROVOKED INCIDENT,N
2848,1980,SOUTH AFRICA,KwaZulu-Natal,"Both hands & heel of left foot lacerated, right foot severed",N
2850,1980,SOUTH AFRICA,KwaZulu-Natal,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N
2851,1980,SOUTH AFRICA,Eastern Cape Province,Abrasion,N
2852,1980,SOUTH AFRICA,Eastern Cape Province,3 small punctures on arm,N
2856,1980,SOUTH AFRICA,Eastern Cape Province,No injury; shark made threat display and impaled itself on spear,N
2858,1979,SOUTH AFRICA,Eastern Cape Province,Shin lacerated,N
2861,1979,USA,Oregon,Multiple major Injuries,N
2862,1979,SOUTH AFRICA,Western Cape Province,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",N
2863,1979,SOUTH AFRICA,Eastern Cape Province,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N
2864,1979,AUSTRALIA,New South Wales,Leg bitten,N
2867,1979,USA,Florida,Lacerations to foot,N
2869,1979,USA,Florida,Lacerations to leg,N
2870,1979,USA,Florida,"FATAL, but shark involvement prior to death was not determined",Y
2871,1979,SOUTH AFRICA,Western Cape Province,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N
2872,1979,SOUTH AFRICA,KwaZulu-Natal,"FATAL (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",Y
2875,1979,USA,Florida,Right foot & ankle lacerated,N
2876,1979,USA,Florida,Right foot bitten,N
2877,1979,USA,Florida,Foot & ankle bitten,N
2878,1979,USA,California,"No injury, swim fin bitten",N
2879,1979,SOUTH AFRICA,Western Cape Province,No Injury,N
2881,1979,SOUTH AFRICA,Eastern Cape Province,Punctures on left thigh,N
2882,1979,USA,Hawaii,"FATAL, disappeared while fishing from shore, divers recovered his hand",Y
2883,1978,AUSTRALIA,Queensland,Survived,N
2884,1978,SOUTH AFRICA,KwaZulu-Natal,"FATAL, legs bitten ",Y
2885,1978,USA,Hawaii,Left arm bitten,N
2886,1978,USA,Florida,Hand lacerated,N
2887,1978,SOUTH AFRICA,KwaZulu-Natal,Scavenged or FATAL (may have involved foul play),Y
2888,1978,SOUTH AFRICA,Western Cape Province,"No injury, shark took his catch, then towed & pushed diver through the water ",N
2890,1978,AUSTRALIA,Tasmania,Several broken ribs,N
2891,1978,USA,California,Punctures on leg (minor injury),N
2892,1978,USA,Florida,Minor injury to ankle,N
2893,1978,USA,South Carolina,"No injury, his foot was bumped by a shark biting the body of a passenger that had drowned.",N
2894,1978,USA,California,Laceration to leg by hooked shark  PROVOKED INCIDENT,N
2895,1978,USA,Florida,Foot bitten,N
2896,1978,USA,Florida,Foot nipped,N
2900,1978,AUSTRALIA,Tasmania,Thigh bitten,N
2901,1978,SOUTH AFRICA,Eastern Cape Province,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull",N
2902,1978,SOUTH AFRICA,Western Cape Province,"Shark jumped in boat, but no injury to occupants",N
2903,1978,SOUTH AFRICA,Western Cape Province,"No injury, rammed by shark",N
2904,1978,SOUTH AFRICA,KwaZulu-Natal,"Left leg, ankle & foot bitten",N
2905,1978,SOUTH AFRICA,KwaZulu-Natal,"Human head recovered from sharks gut, probable drowning / scavenging",Y
2906,1978,USA,Florida,Foot bitten,N
2908,1977,USA,Hawaii,Feet lacerated,N
2909,1977,USA,Florida,Laceration to right hand,N
2910,1977,SOUTH AFRICA,Eastern Cape Province,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N
2911,1977,SOUTH AFRICA,Western Cape Province,No injury to occupant: shark bit boat's port chine,N
2912,1977,SOUTH AFRICA,Western Cape Province,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,N
2913,1977,SOUTH AFRICA,Western Cape Province,"No injury, shark bit speargun & pushed diver through the water",N
2914,1977,AUSTRALIA,South Australia,"Board rammed &  bitten, left thigh lacerated",N
2915,1977,AUSTRALIA,Queensland,"FATAL, left arm severed, legs bitten ",Y
2916,1977,SOUTH AFRICA,Western Cape Province,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N
2917,1977,USA,California,Leg lacerated,N
2918,1977,USA,Florida,Lacerations to hip and leg,N
2919,1977,USA,California,Laceration to right hand,N
2920,1977,USA,Florida,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N
2921,1977,USA,Texas,Lacerations to wrist,N
2922,1977,SOUTH AFRICA,Western Cape Province,Lombard's thigh was lacerated by shark that leapt into boat ,N
2923,1977,AUSTRALIA,Queensland,"Missing, believed taken by a shark",N
2924,1977,AUSTRALIA,Queensland,Survived,N
2925,1977,USA,Hawaii,Arm bitten,N
2926,1977,SOUTH AFRICA,Western Cape Province,Right foot bitten,N
2927,1977,AUSTRALIA,Queensland,"His feet were bitten by sharks, but he was rescued by a charter boat that arrived on the scene just an hour and 15 minutes after the sharks first appeared, too late to save the lives of Hayes and Beaver",N
2928,1977,AUSTRALIA,Queensland,FATAL,Y
2929,1977,AUSTRALIA,Queensland,FATAL,Y
2930,1977,AUSTRALIA,New South Wales,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",N
2931,1977,AUSTRALIA,Victoria,Shark involvement prior to death was unconfirmed,Y
2934,1976,AUSTRALIA,Queensland,Survived,N
2935,1976,USA,California,Buttocks & hip bitten,N
2936,1976,SOUTH AFRICA,Western Cape Province,Torso bitten,N
2937,1976,AUSTRALIA,Queensland,"Missing, believed taken by a shark, but not confirmed",Y
2938,1976,USA,Florida,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N
2939,1976,SOUTH AFRICA,KwaZulu-Natal,Laceration to foot,N
2940,1976,SOUTH AFRICA,Western Cape Province,"No injury to occupants. Hooked shark bit boat's transom, PROVOKED INCIDENT",N
2941,1976,SOUTH AFRICA,Western Cape Province,"No injury to occupants, shark leapt on bow of boat",N
2942,1976,USA,California,Leg bitten ,N
2943,1976,SOUTH AFRICA,Eastern Cape Province,Left thigh lacerated,N
2945,1976,AUSTRALIA,South Australia,"Right leg bitten below the knee, left ankle & foot lacerated",N
2947,1976,USA,Florida,FATAL,Y
2948,1976,USA,Florida,FATAL,Y
2949,1976,USA,Florida,Laceration to left lower leg,N
2950,1976,USA,North Carolina,Right ankle & foot lacerated,N
2951,1976,USA,Oregon,"No injury, board bitten",N
2952,1976,USA,Florida,Lacerations to forearms,N
2953,1976,USA,Louisiana,Leg bitten,N
2954,1976,USA,Hawaii,"FATAL, disappeared while diving, lower portion of body recovered",Y
2955,1976,USA,Florida,"""lost part of a finger""",N
2956,1976,USA,Florida,Lacerations to right arm,N
2957,1976,USA,Hawaii,Leg & foot bitten,N
2959,1976,AUSTRALIA,Queensland,"Shark jumped in boat, hitting her in the face & knocking her unconscious",N
2960,1976,SOUTH AFRICA,Western Cape Province,"Shark following hooked fish, rammed & holed boat",N
2961,1976,USA,Texas,"Possible drowning victim, remains retrieved from shark caught by fishermen on 28-Apr-1976",Y
2962,1976,USA,Florida,Lacerations to left leg,N
2963,1976,SOUTH AFRICA,Western Cape Province,"No injury to occupants, shark buckled prop shaft",N
2964,1976,SOUTH AFRICA,Western Cape Province,Shark breached hull of boat,N
2965,1976,SOUTH AFRICA,Western Cape Province,"Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea",N
2966,1976,SOUTH AFRICA,Western Cape Province,"No injury to occupants, shark rammed bow, driving its head into the hull",N
2967,1976,SOUTH AFRICA,Western Cape Province,"No injury to occupants, After shark was harpooned & shot, it holed the boat PROVOKED INCIDENT",N
2968,1976,AUSTRALIA,Queensland,Survived,N
2969,1976,SOUTH AFRICA,Western Cape Province,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT",N
2970,1976,USA,Florida,Puncture wounds to head & neck,N
2972,1976,USA,Hawaii,"FATAL, lost consciousness at depth of 180'. Large sharks seen near partial remains of body",Y
2973,1975,AUSTRALIA,South Australia,"No injury, shark charged & rammed boat several times",N
2974,1975,USA,California,Leg bitten,N
2975,1975,AUSTRALIA,New South Wales,Tooth mark in left elbow PROVOKED INCIDENT,N
2976,1975,AUSTRALIA,New South Wales,Laceration to posterior thigh,N
2977,1975,SOUTH AFRICA,KwaZulu-Natal,Left foot lacerated,N
2978,1975,AUSTRALIA,Queensland,Puncture wounds in hand,N
2979,1975,USA,Florida,Foot bitten,N
2980,1975,USA,New Jersey,"""Tooth marks"" in left leg",N
2981,1975,AUSTRALIA,New South Wales,"Cracked jaw & broken tooth, shark took chunk out of surfboard",N
2983,1975,SOUTH AFRICA,KwaZulu-Natal,Right foot & ankle lacerated,N
2984,1975,SOUTH AFRICA,Eastern Cape Province,Left leg & surfboard bitten,N
2985,1975,USA,Florida,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach",N
2986,1975,USA,California,"Shoulder, arm & hand lacerated",N
2988,1975,USA,Oregon,"FATAL, arms & legs bitten",Y
2989,1975,AUSTRALIA,Tasmania,FATAL,Y
2990,1975,USA,Florida,Forearms lacerated,N
2991,1975,AUSTRALIA,Queensland,Buttocks & leg bitten,N
2992,1975,USA,California,Legs bitten,N
2993,1975,USA,California,"No injury, swim fin torn",N
2994,1975,USA,Florida,Arm lacerated,N
2995,1975,AUSTRALIA,Western Australia,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,N
2996,1975,USA,Florida,"Foot bitten, tendons damaged",N
2997,1975,USA,South Carolina,Lacerations to right foot,N
2998,1975,USA,South Carolina,Hand & wrist bitten,N
2999,1975,USA,Alabama,Left leg bitten,N
3000,1975,USA,Florida,"No injury, board bumped",N
3001,1975,USA,Florida,Slightly injured when he stepped on a shark PROVOKED INCIDENT,N
3002,1975,USA,Florida,Right foot bitten,N
3003,1975,USA,Florida,Leg bitten,N
3005,1975,SOUTH AFRICA,KwaZulu-Natal,Probable drowning / scavenging,Y
3006,1975,SOUTH AFRICA,Western Cape Province,"No injury, rammed by shark",N
3007,1975,SOUTH AFRICA,KwaZulu-Natal,Probable drowning / scavenging,Y
3008,1975,AUSTRALIA,Queensland,Hand bitten,N
3009,1975,USA,Florida,Left leg & foot bitten,N
3010,1975,AUSTRALIA,Queensland,Laceration to thigh by captive shark PROVOKED INCIDENT,N
3011,1975,SOUTH AFRICA,Western Cape Province,Left leg bitten  PROVOKED INCIDENT,N
3013,1975,SOUTH AFRICA,KwaZulu-Natal,Foot severed,N
3014,1975,SOUTH AFRICA,Western Cape Province,Shark bit rudder & hull,N
3015,1975,AUSTRALIA,South Australia,Right leg  severed FATAL,Y
3016,1975,AUSTRALIA,Victoria,Puncture wounds to right shoulder,N
3017,1975,AUSTRALIA,Queensland,Survived,N
3018,1975,SOUTH AFRICA,Western Cape Province,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,N
3019,1975,AUSTRALIA,South Australia,"FATAL, body not recovered",Y
3022,1974,AUSTRALIA,Western Australia,Survived,N
3023,1974,USA,Florida,Laceration to foot,N
3024,1974,USA,California,"Thigh, lower back and surfboard bitten",N
3025,1974,USA,California,Major injuries,N
3027,1974,USA,California,Minor injuries to hand,N
3028,1974,USA,California,Minor bite on foot & swimfin,N
3029,1974,AUSTRALIA,Queensland,"Missing, believed taken by a shark",N
3030,1974,USA,Oregon,No injury,N
3036,1974,USA,California,Minor injuries to hand,N
3037,1974,USA,California,Minor bite on heel & swim fin bitten,N
3038,1974,USA,Georgia,FATAL,Y
3039,1974,USA,Florida ,Arm bitten FATAL,Y
3040,1974,USA,Florida,Lacerations to hip and leg,N
3041,1974,USA,California,Leg bitten,N
3043,1974,SOUTH AFRICA,Western Cape Province,Left knee lacerated,N
3044,1974,SOUTH AFRICA,Eastern Cape Province,Lower right leg lacerated,N
3045,1974,USA,Florida,Foot bitten,N
3046,1974,SOUTH AFRICA,KwaZulu-Natal,Right foot lacerated,N
3047,1974,SOUTH AFRICA,KwaZulu-Natal,"No injury, surfboard bitten",N
3048,1974,SOUTH AFRICA,Western Cape Province,"No injury to occupant, shark holed boat",N
3049,1974,SOUTH AFRICA,KwaZulu-Natal,"Right calf removed, leg surgically amputated below the knee",N
3050,1974,SOUTH AFRICA,KwaZulu-Natal,Right shin lacerated,N
