,Year,Species,Injury,Injury_Class,Fatal (Y/N)
1025,2005,Other,Thigh bitten,2,N
1026,2005,Tiger,"No injury, board damaged",0,N
1027,2005,Mako,Laceration on left thigh PROVOKED INCIDENT,2,N
1028,2005,Copper,Minor cuts above his right eye,1,N
1029,2005,Bronze,"No injury, board bitten",0,N
1030,2005,Blacktip,Right lower leg bitten,3,N
1031,2005,Other,Foot injured ,3,N
1032,2005,Hammerhead,Left calf injured,3,N
1033,2005,Other,"Laceration on siide of calf, small laceration on thigh, large bruise on other leg inside the knee, knuckle of hand abraded",3,N
1034,2005,Other,"Lacerations to right calf, puncture wounds on right foot",2,N
1035,2005,White,FATAL,4,Y
1036,2005,Tiger,2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT,3,N
1037,2005,Other,Bites by 2.5 m tiger shark were post mortem,3,N
1038,2005,Bronze,"No injury, netted shark dragged them 350 metres out to sea PROVOKED INCIDENT",3,N
1039,2005,Bull,Finger bitten,3,N
1040,2005,Nurse,Speared shark bit his chest PROVOKED INCIDENT,3,N
1041,2005,Tiger,"No injury, knocked off board, shark bit board",0,N
1042,2005,Reef,Hand bitten,2,N
1043,2005,Other,Left foot severed,3,N
1044,2005,Other,No injury. Towed by speared shark PROVOKED INCIDENT,0,N
1045,2005,Bronze,"No injury to occupants, one of the boat's flotation tanks holed PROVOKED INCIDENT",3,N
1046,2005,White,"No injury, kayak bumped repeatedly",0,N
1047,2004,Other,No injury,0,N
1048,2004,White,FATAL,4,Y
1049,2004,Bull,FATAL,4,Y
1050,2004,Other,3 lacerations on foot,3,N
1051,2004,Other,Lacerations on lower leg & foot,2,N
1052,2004,White,FATAL,4,Y
1053,2004,White,"Lacerations to hand, knee & thigh ",2,N
1054,2004,Other,Forearm bitten,3,N
1055,2004,Bull,Left forearm bitten,3,N
1056,2004,Other,No injury,0,N
1057,2004,White,Right ankle & foot lacerated,3,N
1058,2004,Bronze,Right foot lacerated,3,N
1059,2004,White,Lower leg bitten,3,N
1060,2004,Tiger,Left shoulder bitten,3,N
1061,2004,Other,Puncture wounds on right foot,3,N
1062,2004,Bull,"Leg severely bitten, surgically amputated",3,N
1063,2004,Tiger,"No injury to occupants, boat damaged",0,N
1064,2004,White,Leg bitten,3,N
1065,2004,Other,Minor scratch on calf,1,N
1066,2004,Other,Left knee & leg bitten,3,N
1067,2004,Tiger,Calf bitten & both hands injured,2,N
1068,2004,White,Foot bitten,2,N
1069,2004,White,FATAL,4,Y
1070,2004,Other,"Back, buttocks, left hand & left side of face bitten",3,N
1071,2004,White,No injury to occupants; boat damaged,0,N
1072,2004,White,Thigh & calf bitten,2,N
1073,2004,Other,Right forearm & wrist lacerated,3,N
1074,2004,Other,Right foot bitten,2,N
1075,2004,Bull,Right forearm nearly severed and bites above & below the right knee,3,N
1076,2004,White,"No injury to occupants; shark mouthed motor, severed anchor line",3,N
1077,2004,Mako,Suffered broken ribs when the shark's tail fin slammed into his chest,3,N
1078,2004,Other,FATAL,4,Y
1079,2004,Blacktip,Hand severed,3,N
1080,2004,Other,Right foot lacerated,3,N
1081,2004,White,"No injury, shark struck his board",0,N
1082,2004,Other,"No injury, shark made threat displays & diver fended it off with his speargun",0,N
1083,2004,Bronze,Ankle & foot lacerated,3,N
1084,2004,Other,Right wrist  & left arm lacerated,3,N
1085,2004,White,FATAL,4,Y
1086,2004,Other,Puncture wounds on shin,3,N
1087,2004,Bull,"Left hand, foot severed &  left calf & arm bitten",3,N
1088,2004,Other,No injury,0,N
1089,2004,Other,Single puncture wound on the foot,3,N
1090,2004,Reef,Left forearm bitten PROVOKED INCIDENT,3,N
1091,2004,Mako,"No injury, board bitten",0,N
1092,2004,Wobbegong,Puncture wounds on wrist,3,N
1093,2004,White,"No injury to occupants, boat scratched by shark",0,N
1094,2004,Other,FATAL,4,Y
1095,2004,Other,FATAL,4,Y
1096,2004,Tiger,FATAL,4,Y
1097,2004,White,"Left leg lacerated, right leg severed above the knee ",3,N
1098,2004,Other,"Disappeared, surfboard washed ashore, marks on leash suggested shark involvement ",3,N
1099,2004,Bull,15 puncture wounds on foot,3,N
1100,2004,Bull,"Lower left leg bitten, surgically amputated",3,N
1101,2004,Bull,Heel bitten,3,N
1102,2004,Other,Right thigh bitten,2,N
1103,2004,Other,Lacerations to left foot,2,N
1104,2004,Bronze,No injury,0,N
1105,2004,Tiger,"No injury, board bitten",0,N
1106,2004,Bronze,Shin & calf bitten,2,N
1107,2004,Other,Thigh lacerated,3,N
1108,2004,Other,"Disappeared while diving, may have suffered shallow water blackout. Searchers observed large tiger sharks & whaler sharks in the area",3,N
1109,2004,Other,Leg bitten,3,N
1110,2004,White,Left leg bitten,3,N
1111,2004,Tiger,Puncture wounds to dorsum of right foot,3,N
1112,2004,Other,"No injury, swim fin damaged",0,N
1113,2004,Bull,Lower back & hand bitten,3,N
1114,2004,Bull,Right leg bitten,3,N
1115,2004,Mako,"No injury to occupants, stern of ski bitten",0,N
1116,2004,Other,"No injury, swim fin ripped off",0,N
1117,2004,Other,Foot lacerated,3,N
1118,2004,Other,"No injury, no attack, shark took fish from back of kayak",0,N
1119,2003,Mako,No injury to occupants,0,N
1120,2003,Other,Knee lacerated,3,N
1121,2003,Wobbegong,"After biting Halverson, it bit Scott's thigh",3,N
1122,2003,Wobbegong,Hand & foot bitten,2,N
1123,2003,Tiger,FATAL,4,Y
1124,2003,Other,Severe abrasion to left lateral calf,3,N
1125,2003,Tiger,Left index finger lacerated,3,N
1126,2003,White,Hand/elbow injured,2,N
1127,2003,White,"No injury to occupants, hull of ski bitten",0,N
1128,2003,Nurse,Left forearm bitten PROVOKED INCIDENT,3,N
1129,2003,Other,Left foot (sole) bitten,3,N
1130,2003,Nurse,Left ankle & foot lacerated,3,N
1131,2003,Tiger,Left arm severed below shoulder,3,N
1132,2003,Other,Left forearm lacerated,3,N
1133,2003,Other,Foot bitten,2,N
1134,2003,Other,FATAL,4,Y
1135,2003,Grey,"Left thigh abraded, right knee and right index finger injured",3,N
1136,2003,Other,Left foot: lacerations on heel and sole,3,N
1137,2003,Other,"No injury to occupants, shark bit boat",0,N
1138,2003,Other,Puncture wounds on inner thigh,3,N
1139,2003,Other,Left calf avulsion,3,N
1140,2003,Other,Ankle lacerated,3,N
1141,2003,White,FATAL,4,Y
1142,2003,Bull,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ,3,N
1143,2003,White,FATAL,4,Y
1144,2003,Other,Left ankle lacerated,3,N
1145,2003,White,"No injury, wetsuit torn & board bitten",0,N
1146,2003,Other,Right thigh bitten,2,N
1147,2003,Other,3 puncture wounds on right lateral ankle PROVOKED INCIDENT,3,N
1148,2003,Other,Left foot bitten,3,N
1149,2003,Bull,Left calf bitten,3,N
1150,2003,Hammerhead,Laceration to toe,2,N
1151,2003,Grey,Chest & buttocks  bitten,3,N
1152,2003,Other,Right foot & toes lacerated,3,N
1153,2003,Other,Ankle lacerated,3,N
1154,2003,Other,2 lacerations to the thigh,2,N
1155,2003,Other,Right foot bitten,2,N
1156,2003,Other,Left leg bitten,3,N
1157,2003,Other,Hand bitten ,2,N
1158,2003,Other,Foot lacerated,3,N
1159,2003,Other,Left foot bitten,3,N
1160,2003,Grey,Right calf & heel bitten,3,N
1161,2003,Other,Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,3,N
1162,2003,White,Arm severed,3,N
1163,2003,Bull,"Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation",3,N
1164,2003,Other,Right leg bitten,3,N
1165,2003,Other,Survived,3,N
1166,2003,Other,Left foot bitten,3,N
1167,2003,Other,Small lacerations to foot,2,N
1168,2003,Other,Left ankle bitten or right foot,3,N
1169,2003,Other,Left foot bitten,3,N
1170,2003,Other,2 lacerations on left thigh,2,N
1171,2003,Other,Left calf lacerated,3,N
1172,2003,Mako,"Right foot bitten, left leg severed",3,N
1173,2003,Other,Left hand and wrist bitten,3,N
1174,2003,Other,Hand nipped PROVOKED INCIDENT,3,N
1175,2003,White,Arm lacerated (shark made 3 strikes),3,N
1176,2003,Other,Ankle lacerated,3,N
1177,2003,Other,Left hand bitten,3,N
1178,2003,Nurse,"Puncture wounds on heel, legs and buttocks",3,N
1179,2003,Bull,FATAL,4,Y
1180,2003,Other,Probable scavenging. The boy disappeared while at the beach on January 1st. His decomposed shark-bitten body washed ashore January 17th,3,N
1181,2003,Bull,Lower right leg lacerated,3,N
1182,2003,Bronze,"No injury, but her surfboard was bitten",0,N
1183,2002,Hammerhead,Left arm lacerated,3,N
1184,2002,White,Forearms lacerated,3,N
1185,2002,Wobbegong,Groin bitten,3,N
1186,2002,Other,Foot lacerated,3,N
1187,2002,Bull,FATAL,4,Y
1188,2002,Blacktip,Minor injury to right calf,1,N
1189,2002,White,Both legs severely lacerated,3,N
1190,2002,Grey,Right shoulder forarm & wrist bitten,3,N
1191,2002,Reef,"Right upper am, shoulder & back severely  bitten",3,N
1192,2002,Other,1.5-inch laceration,3,N
1193,2002,Other,Puncture wounds on right foot,3,N
1194,2002,Other,Left foot bitten ,3,N
1195,2002,Bull,FATAL,4,Y
1196,2002,Blacktip,Abrasions on right hand & deep laceration on middle finger,3,N
1197,2002,Other,Heel & back of right knee lacerated,3,N
1198,2002,Other,Left hand lacerated and abraded,3,N
1199,2002,Other,Right hand severely lacerated,3,N
1200,2002,Blacktip,"No injury, surfboard bitten ",0,N
1201,2002,Blacktip,Left thumb lacerated PROVOKED INCIDENT,3,N
1202,2002,Tiger,Thigh lacerated  PROVOKED INCIDENT,2,N
1203,2002,Other, Ankle lacerated,3,N
1204,2002,Other,No injury,0,N
1205,2002,Bull,"Left thigh bitten, leg surgically amputated",3,N
1206,2002,White,No injury,0,N
1207,2002,Other,Bitten above & below right knee,3,N
1208,2002,Hammerhead,2 small puncture wounds on left foot PROVOKED INCIDENT,3,N
1209,2002,Tiger,Left foot lacerated ,3,N
1210,2002,Other,Big toe bitten,2,N
1211,2002,Nurse,Lacerations on heel & dorsum of right foot,2,N
1212,2002,Tiger,Hand bitten by captive shark PROVOKED INCIDENT,3,N
1213,2002,Other,Leg lacerated,3,N
1214,2002,Blacktip,Heel bitten,3,N
1215,2002,Bull,Calf bitten,2,N
1216,2002,Mako,FATAL,4,Y
1217,2002,Bull,Right hand severed,3,N
1218,2002,Bull,"Calf, foot & hand bitten",2,N
1219,2002,Other,Human remains (right forearm & leg) recovered from 3.7m [12'] tiger sharks gut. Forensic examination suggested the remains had been consumed by the shark one to two weeks earlier,3,N
1220,2002,Tiger,"No injury, shark bit side of surfboard",0,N
1221,2002,Other,Right hand lacerated,3,N
1222,2002,,6-inch gash on right foot,3,N
1223,2002,Copper,Upper arm bitten,3,N
1224,2002,White,Lacerated leg & back,2,N
1225,2002,Other,Lacerated foot,2,N
1226,2002,Blacktip,Leg bitten by hooked shark PROVOKED INCIDENT,3,N
1227,2002,Bull,Toothmarks in board & his swim trunks,3,N
1228,2002,Other,Laceration to arm.,2,N
1229,2002,White,FATAL,4,Y
1230,2002,Other,"Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark",3,N
1231,2002,Other,Left foot bitten,3,N
1232,2002,Bull,Calf bitten,2,N
1233,2002,Other,Two half-inch lacerations on right heel and one near small toe,2,N
1234,2002,Other,Upper left arm bitten,3,N
1235,2002,Tiger,Left leg severed below knee,3,N
1236,2002,,Foot bitten,2,N
1237,2002,Other,Punctures on left foot and foot ,3,N
1238,2002,Nurse,Arm bitten,3,N
1239,2002,Spinner,Several  puncture wounds on lower right leg,3,N
1240,2002,Other,"PRESUMED FATAL, body not recovered",3,N
1241,2002,Other,Heel / foot bitten,3,N
1242,2002,Cleucas,Stern of kayak bitten/chest bruised ,3,N
1243,2002,Tiger,Bruises & minor cuts,3,N
1244,2002,Zambesi,Leg bitten & surgically amputated,3,N
1245,2002,Other,Foot & calf bitten,2,N
1246,2002,Tiger,Lacerations to buttocks & thigh,2,N
1247,2001,Bronze,"No Injury, shark hit board",0,N
1248,2001,Mako,No injury,0,N
1249,2001,Bronze,Lacerations to right forearm & shoulder injured,2,N
1250,2001,Tiger,Hand injured,2,N
1251,2001,White,No injury from shark,0,N
1252,2001,Other,PROVOKED INCIDENT Several small lacerations on left foot ,3,N
1253,2001,Other,FATAL,4,Y
1254,2001,Other,"2 lacerations on lower back, punctures on buttock",2,N
1255,2001,Tiger,Head bitten by captive shark PROVOKED INCIDENT,3,N
1256,2001,Other,Left hand injured,3,N
1257,2001,White,FATAL,4,Y
1258,2001,White,Left buttock & foot  severed,3,N
1259,2001,Other,Right calf lacerated,3,N
1260,2001,Bull,FATAL,4,Y
1261,2001,Bull,Torso lacerated,3,N
1262,2001,Other,Foot lacerated,3,N
1263,2001,Blacktip,Cuts on right foot,3,N
1264,2001,Blacktip,Back of left hand gashed,3,N
1265,2001,Blacktip,Left ankle bitten,3,N
1266,2001,Bull,Calf bitten,2,N
1267,2001,Other,Legs bitten,3,N
1268,2001,Nurse,2 bites behind knee,3,N
1269,2001,Mako,No Injury to occupants; shark bumped the boat ,0,N
1270,2001,Other,Foot lacerated,3,N
1271,2001,Bull,"Arm severed, surgically reattached",3,N
1272,2001,Other,Leg lacerated,3,N
1273,2001,White,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",0,N
1274,2001,Other,Remains recovered from gut of a  3.7 m [12'] tiger shark,3,N
1275,2001,Other,3 puncture wounds on each side of her left  hand,3,N
1276,2001,Other,Shin lacerated,3,N
1277,2001,Other,Fatal or drowned & remains scavenged by shark,3,N
1278,2001,White,Leg bitten,3,N
1279,2001,Other,Foot lacerated ,3,N
1280,2001,Blacktip,Right foot & ankle lacerated,3,N
1281,2001,Blacktip,Small cuts on big & pinky toes of left foot,3,N
1282,2001,Blacktip,Foot & ankle lacerated,3,N
1283,2001,Blacktip,Foot lacerated,3,N
1284,2001,Blacktip,Minor cuts on right heel & foot,1,N
1285,2001,White,Minor punctures & lacerations on left hand ,3,N
1286,2001,Blacktip,Foot lacerated,3,N
1287,2001,White,"Thigh, hip & buttock bitten",2,N
1288,2001,Wobbegong,Wrist lacerated PROVOKED INCIDENT,3,N
1289,2001,Other,Minor lacerations to dorsum of left foot,1,N
1290,2001,Bronze,Calf bitten,2,N
1291,2001,Spinner,Fingers & hand lacerated,3,N
1292,2001,Other,Lacerations below the knee,2,N
1293,2001,Tiger,FATAL,4,Y
1294,2001,White,No injury to occupants,0,N
1295,2001,Other,Bones recovered by fishermen in 300-kg [662-lb] white sharks gut,3,N
1296,2001,Bronze,Leg bitten,3,N
1297,2001,Other,"No injury, shark rammed & bit kayak",0,N
1298,2001,Other,Left arm bitten,3,N
1299,2001,White,No injury to occupants,0,N
1300,2001,Other,"Foot bruised, board dinged",3,N
1301,2001,White,"No injury, kayak bitten",0,N
1302,2000,Other,FATAL,4,Y
1303,2000,White,No injury to occupants,0,N
1304,2000,Other,No injury,0,N
1305,2000,Bronze,Left elbow and forearm bitten,3,N
1306,2000,Tiger,"No injury, wetsuit & swimfin torn",0,N
1307,2000,Other,"Missing, thought to have been taken by a shark",3,N
1308,2000,Other,Right calf lacerated,3,N
1309,2000,Other,No injury,0,N
1310,2000,White,Leg & feet lacerated,3,N
1311,2000,White,FATAL,4,Y
1312,2000,White,Both thighs bitten,2,N
1313,2000,White,"No Injury to occupant, shark holed and sank boat",0,N
1314,2000,Tiger,Right side of back / torso lacerated,3,N
1315,2000,Other,Foot lacerated,3,N
1316,2000,Blacktip,Fingers lacerated,3,N
1317,2000,White,No injury,0,N
1318,2000,White,FATAL,4,Y
1319,2000,White,FATAL,4,Y
1320,2000,Blue,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,2,N
1321,2000,White,FATAL,4,Y
1322,2000,Other,Finger lacerated,3,N
1323,2000,White,Swim fin bitten,2,N
1324,2000,Zambesi,FATAL,4,Y
1325,2000,Other,Left foot lacerated ,3,N
1326,2000,Tiger,Left arm bitten,3,N
1327,2000,Other,Punctures & lacerations on right foot,3,N
1328,2000,Bull,FATAL,4,Y
1329,2000,Other,Leg bitten by netted shark PROVOKED INCIDENT,3,N
1330,2000,Tiger,Left calf lacerated,3,N
1331,2000,Other,Minor lacerations to the dorsum of the right foot,1,N
1332,2000,Blacktip,Severely bitten on lower leg ,3,N
1333,2000,Other,Non-fatal,4,Y
1334,2000,Other,Shark involvement probably post-mortem,3,N
1335,2000,Nurse,Leg pinched,3,N
1336,2000,Grey,Minor lacerations on foot,1,N
1337,2000,Grey,Left arm bitten,3,N
1338,2000,Lemon,Ankle & foot lacerated,3,N
1339,2000,Tiger,Calf lacerated,3,N
1340,2000,Nurse,Lower right calf lacerated,3,N
1341,2000,Other,Left calf & hand lacerated,3,N
1342,2000,Blacktip,Left thigh lacerated,3,N
1343,2000,Mako,"No injury, shark bit the dinghy",0,N
1344,2000,Bull,"No injury to occupants, boat's rear platform bitten",3,N
1345,2000,Blacktip,Foot lacerated,3,N
1346,2000,Bull,Puncture wounds on right hip and arm,3,N
1347,2000,Bull,Right forearm severed surgically amputated above elbow,3,N
1348,2000,Zambesi,FATAL,4,Y
1349,2000,Bull,FATAL,4,Y
1350,2000,Other,Probable drowning,3,N
1351,2000,Other,Left calf bitten,3,N
1352,2000,Other,Right knee lacerated,3,N
1353,2000,Other,Left hand bitten,3,N
1354,2000,Tiger,FATAL,4,Y
1355,2000,Tiger,No Injury,0,N
1356,2000,Other,No Injury to occupants,0,N
1357,2000,Other,Reported as shark attack but probable drowning ,3,N
1358,2000,Mako,"No injury to diver, speargun damaged",0,N
1359,2000,White,Foot bitten,2,N
1360,2000,Blacktip,Fingers bitten PROVOKED INCIDENT,3,N
1361,2000,Other,Hand bitten,2,N
1362,2000,Hammerhead,No injury to occupant; shark bit propeller,0,N
1363,1999,Other,Six puncture wounds on  leg,3,N
1364,1999,Other,Arm bitten,3,N
1365,1999,Other,A cut on her hand,3,N
1366,1999,White,"Leg bitten, surgically amputated",3,N
1367,1999,Other,"Presumed taken by a shark,  but forensic evidence suggested otherwise.",3,N
1368,1999,Other,"Lateral right thigh bitten. Thought to involve a 1.2 to 1.5 m tubarão da gralha preta -  a blacktip shark, C. limbatus",3,N
1369,1999,Tiger,"Buttock bitten, hands lacerated",3,N
1370,1999,White,"No injury, board bitten",0,N
1371,1999,White,Lower legs lacerated,3,N
1372,1999,Other,Upper right thigh bitten,3,N
1373,1999,Grey,Lacerations to leg,2,N
1374,1999,Grey,Lacerations to buttocks,2,N
1375,1999,Lemon,Lacerations to right hand & wrist,2,N
1376,1999,Tiger,Right arm bitten,3,N
1377,1999,White,No Injury to occupants,0,N
1378,1999,White,"No injury, but kayak scraped & dented",0,N
1379,1999,Other,Thigh (posterior) bitten,3,N
1380,1999,Other,Right foot bitten,2,N
1381,1999,Other,Left knee nipped by captive shark PROVOKED INCIDENT,3,N
1382,1999,Other,3-inch laceration to right foot,3,N
1383,1999,Other,Lacerations to left leg,2,N
1384,1999,Other,"Ear lacerated, cuts on scalp, back, arm & shoulder ",2,N
1385,1999,Other,Right ankle & heel  lacerated,3,N
1386,1999,Bull,Right arm bitten,3,N
1387,1999,White,Right thigh bitten,2,N
1388,1999,Bull,Ankle bitten,2,N
1389,1999,Tiger,Right thigh & buttock bitten,2,N
1390,1999,White,FATAL,4,Y
1391,1999,Blacktip,Lacerations knee to ankle,2,N
1392,1999,White,Leg & board bitten,3,N
1393,1999,Other,9-inch gash in left foot ,3,N
1394,1999,Other,Right hand and wrist lacerated,3,N
1395,1999,Blacktip,Knee lacerated,3,N
1396,1999,White,FATAL,4,Y
1397,1999,Tiger,Leg & hands bitten,2,N
1398,1999,Grey,Thigh bitten,2,N
1399,1999,Bull,FATAL,4,Y
1400,1999,Other,No injury,0,N
1401,1999,Other,Multiple injuries,3,N
1402,1999,Mako,Right thigh bitten PROVOKED INCIDENT,3,N
1403,1999,Other,Tissue removed knee to thigh,3,N
1404,1999,Other,"No injury to occupants, boat sank after colliding with shark",0,N
1405,1999,Tiger,"Left hand & forearm bitten, board bitten",3,N
1406,1999,Spinner,Left hand bitten,3,N
1407,1999,Bull,Legs & torso injured,3,N
1408,1999,White,"No Injury, ski bitten",0,N
1409,1999,Other,"Cut foot, but injury caused by fishing line, not the shark",3,N
1410,1999,Bull,FATAL,4,Y
1411,1999,White,Heel lacerated,3,N
1412,1999,Other,Abrasions,3,N
1413,1998,White,Leg bitten,3,N
1414,1998,Tiger,FATAL,4,Y
1415,1998,Other,Right foot bitten,2,N
1416,1998,Other,Survived,3,N
1417,1998,White,No injury,0,N
1418,1998,Other,PROVOKED INCIDENT    Knee bitten by shark trapped in net,3,N
1419,1998,White,FATAL,4,Y
1420,1998,Other,Right foot bitten,2,N
1421,1998,Other,Bitten by harpooned shark PROVOKED INCIDENT,3,N
1422,1998,Other,Toes lacerated,3,N
1423,1998,Other,"No injury; no attack, shark ate the bait hanging over the side of the boat",0,N
1424,1998,White,"Thigh, buttocks & lower back lacerated",3,N
1425,1998,Dusky,Lacerations to left hand,2,N
1426,1998,Reef,Calf bitten,2,N
1427,1998,Other,Left calf injured,3,N
1428,1998,Tiger,Lacerations to right shin  PROVOKED INCIDENT,2,N
1429,1998,White,Legs bitten,3,N
1430,1998,White,Leg bitten,3,N
1431,1998,Other,Right leg bitten,3,N
1432,1998,Other,Knee bitten,3,N
1433,1998,Other,Right leg bitten,3,N
1434,1998,White,FATAL,4,Y
1435,1998,White,FATAL,4,Y
1436,1998,White,Right shoulder & arm bitten,3,N
1437,1998,Other,Leg bitten,3,N
1438,1998,Lemon,4 lacerations on the sole of his right foot,4,Y
1439,1998,Blacktip,Ankle & foot bitten,2,N
1440,1998,White,"Lower legs bitten, foot severed",3,N
1441,1998,Other,FATAL,4,Y
1442,1998,White,Right thigh bitten,2,N
1443,1998,Nurse,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",3,N
1444,1998,White,Lower leg lacerated,3,N
1445,1998,Spinner,6 puncture wounds to right calf,3,N
1446,1998,Spinner,Hands bitten,2,N
1447,1998,Other,"Missing, thought to have been taken by a shark",3,N
1448,1998,Other,"No injury, board bumped & fin damaged",0,N
1449,1998,Dusky,Leg bitten,3,N
1450,1998,Tiger,Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime,3,N
1451,1997,White,FATAL,4,Y
1452,1997,Other,"Ankle bitten, but shark involvement unconfirmed",3,N
1453,1997,White,Left arm lacerated when shark grabbed scooter,3,N
1454,1997,Other,5 m white shark obsrved feeding on remains 6 days later,3,N
1455,1997,White,"Sierakowski suffered a minor facial injury, ski bitten in half by shark",3,N
1456,1997,Tiger,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",3,N
1457,1997,Blacktip,"5"" gash in foot",3,N
1458,1997,Other,Left foot bitten,3,N
1459,1997,Other,"No injury, hooked shark bit their 4.8 m inflatable boat",2,N
1460,1997,Blacktip,2 small lacerations to bottom of foot,2,N
1461,1997,White,Leg & hand bitten,2,N
1462,1997,Other,FATAL,4,Y
1463,1997,Tiger,FATAL,4,Y
1464,1997,White,FATAL,4,Y
1465,1997,Other,Wrist & am bitten,3,N
1466,1997,Other,Left forearm & wrist bitten,3,N
1467,1997,Other,Top of left foot bitten,3,N
1468,1997,Other,Top of left foot bitten,3,N
1469,1997,White,FATAL,4,Y
1470,1997,Blacktip,Left calf bitten,3,N
1471,1997,White,FATAL,4,Y
1472,1997,Other,Leg bitten just above ankle,3,N
1473,1997,Tiger,"Bitten on inner thigh, leg surgically amputated",3,N
1474,1997,Spinner,Laceration to left upper arm,2,N
1475,1997,Spinner,4 lacerations above left ankle,4,Y
1476,1997,Other,Right thigh punctured,2,N
1477,1997,Other,Left elbow bitten,3,N
1478,1997,Other,Left ankle bitten,3,N
1479,1997,Reef,Right arm bitten,3,N
1480,1997,White,Lower left leg & ankle bitten,3,N
1481,1997,Other,Left leg biten,3,N
1482,1997,Tiger,Left arm bitten,3,N
1483,1997,Other,"Left leg lacerated, punctures to right leg",3,N
1484,1997,Tiger,FATAL,4,Y
1485,1997,Bull,FATAL,4,Y
1486,1997,White,"No injury to occupants, shark bit 2 of the dinghy's 3 floation chambers",3,N
1487,1996,White,Elbow bitten,2,N
1488,1996,White,Single laceration on ankle & board bitten,2,N
1489,1996,White,Lower leg bitten,3,N
1490,1996,Other,"4"" laceration on left forearm",4,Y
1491,1996,White,"No Injury, shark struck his board",0,N
1492,1996,White,"Back, arms & wrist severely lacerated",3,N
1493,1996,Other,Small puncture wounds and lacerations on right leg just below knee,3,N
1494,1996,Other,Minor injuries to foot,1,N
1495,1996,White,No injury  PROVOKED INCIDENT,0,N
1496,1996,Tiger,Right calf bitten,2,N
1497,1996,White,"Left shoulder, forearm, hand & abdomen lacerated",3,N
1498,1996,Hammerhead,"No injury, towed by shark that grabbed stringer of fish tied to his waist",0,N
1499,1996,White,FATAL,4,Y
1500,1996,White,"Bitten on back, shoulder & chest",3,N
1501,1996,Other,Lacerations to left leg & right foot ,2,N
1502,1996,Other,Laceration on left foot,2,N
1503,1996,White,"No injury, board bitten",0,N
1504,1996,White,Leg bitten,3,N
1505,1996,Other,FATAL,4,Y
1506,1996,Other,Right foot & ankle bitten,2,N
1507,1996,Blacktip,Left foot & leg bitten,3,N
1508,1996,Wobbegong,Puncture wounds on upper left thigh ,3,N
1509,1996,Wobbegong,Puncture wounds on leg ,3,N
1510,1996,Tiger,Left arm & leg lacerated,3,N
1511,1996,Other,Left calf bitten,3,N
1512,1996,Bronze,Left leg & right testicle bitten,3,N
1513,1996,Nurse,5 punctures to hand from captive shark PROVOKED INCIDENT,3,N
1514,1996,Reef,Ankles injured,3,N
1515,1996,Nurse,Shark bit his leg after he grabbed its tail & wouldn't let go PROVOKED INCIDENT,3,N
1516,1996,Bronze,Lacerations to left calf,2,N
1517,1996,Tiger,Lacerations to left foot & right shin,2,N
1518,1996,Mako,"No injury to occupants; shark rammed, bit & sank boat ",2,N
1519,1996,Tiger,FATAL,4,Y
1520,1996,Tiger,FATAL,4,Y
1521,1996,Tiger,Survived,3,N
1522,1995,White,Leg & chest lacerated,3,N
1523,1995,Other,Minor injury,1,N
1524,1995,Other,Laceration to thigh,2,N
1525,1995,Other,Right arm injured,3,N
1526,1995,Other,4 punctures in left foot,4,Y
1527,1995,White,"Right foot bruised, board bitten",3,N
1528,1995,Other,Left arm & hand lacerated,3,N
1529,1995,Bull,FATAL,4,Y
1530,1995,White,FATAL,4,Y
1531,1995,White,Lower leg bitten,3,N
1532,1995,Other,Laceration to lower leg,2,N
1533,1995,Other,Left hand & forearm bitten,3,N
1534,1995,Other,Left elbow bitten,3,N
1535,1995,Other,4 puncture wounds on right pinky finger,4,Y
1536,1995,Other,Left arm bitten,3,N
1537,1995,Other,Right foot bitten,2,N
1538,1995,Other,Bottom of left foot gashed,3,N
1539,1995,Other,No injury,0,N
1540,1995,Other,Upper left thigh avulsed  ,3,N
1541,1995,Other,Thigh lacerated,3,N
1542,1995,Other,Death resulted fom drowning; tiger shark bites were post-mortem,3,N
1543,1995,Blacktip,Left foot bitten,3,N
1544,1995,Other,Multiple bites on right leg and knee,3,N
1545,1995,Other,Finger broken when 1.8 m [6'] hooked grey reef shark  grabbed his catch,3,N
1546,1995,Other,Torso bitten by 4 m [13'] white shark,3,N
1547,1995,Blacktip,Minor laceration to leg from a hooked shark PROVOKED INCIDENT,1,N
1548,1995,White,"Forearm, abdomen & upper leg lacerated",3,N
1549,1995,White,Minor injuries,1,N
1550,1995,Other,Ankle bitten,2,N
1551,1995,Other,Right leg bitten,3,N
1552,1995,Other,Leg bitten,3,N
1553,1995,Tiger,Puncture wounds & scratches to torso & left leg ,3,N
1554,1995,Tiger,FATAL,4,Y
1555,1995,Other,FATAL,4,Y
